#                                                                                            --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                                     accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                             ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
HWI-ST185:476:D28N0ACXX:7:2315:8413:65803_1_93_+   -          CoA_transf_3         PF02515.15   5.5e-05   28.3   0.0   5.5e-05   28.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13834:86319_1_93_+  -          CoA_transf_3         PF02515.15   5.9e-05   28.2   0.0   6.1e-05   28.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8206:85387_1_93_-   -          CoA_transf_3         PF02515.15   6.2e-05   28.2   0.1   6.4e-05   28.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17438:85016_1_93_-  -          CoA_transf_3         PF02515.15   6.3e-05   28.1   0.1   6.4e-05   28.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9638:99544_1_93_+   -          CoA_transf_3         PF02515.15   6.6e-05   28.1   0.0   6.7e-05   28.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:20573:73684_1_93_-  -          CoA_transf_3         PF02515.15   6.7e-05   28.0   0.0   6.8e-05   28.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9272:29339_1_93_+   -          CoA_transf_3         PF02515.15   7.1e-05   28.0   0.0   7.3e-05   27.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:10716:77784_1_93_-  -          CoA_transf_3         PF02515.15   7.2e-05   27.9   0.0   7.5e-05   27.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1879:10941_1_93_+   -          CoA_transf_3         PF02515.15   7.9e-05   27.8   0.1   7.9e-05   27.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11449:85012_1_93_-  -          CoA_transf_3         PF02515.15   9.1e-05   27.6   0.0   9.2e-05   27.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:10139:44827_1_93_+  -          CoA_transf_3         PF02515.15   9.4e-05   27.6   0.6   9.5e-05   27.5   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14097:69633_1_93_+  -          CoA_transf_3         PF02515.15   9.7e-05   27.5   0.0   9.8e-05   27.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13966:28732_1_93_+  -          CoA_transf_3         PF02515.15   9.7e-05   27.5   0.1   9.9e-05   27.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6064:4262_1_93_+    -          CoA_transf_3         PF02515.15    0.0001   27.5   0.0    0.0001   27.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:2617:72318_1_93_+   -          CoA_transf_3         PF02515.15   0.00011   27.4   0.0   0.00011   27.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17941:15439_1_93_-  -          CoA_transf_3         PF02515.15   0.00011   27.3   0.1   0.00012   27.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5303:99472_1_93_+   -          CoA_transf_3         PF02515.15   0.00012   27.2   0.0   0.00012   27.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:15546:63099_1_93_+  -          CoA_transf_3         PF02515.15   0.00012   27.2   0.0   0.00012   27.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18613:57402_1_93_+  -          CoA_transf_3         PF02515.15   0.00012   27.2   0.0   0.00012   27.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:8881:86427_1_93_+   -          CoA_transf_3         PF02515.15   0.00014   27.0   0.1   0.00014   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:8047:90330_1_93_-   -          CoA_transf_3         PF02515.15   0.00014   27.0   0.1   0.00014   27.0   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15349:44360_1_93_+  -          CoA_transf_3         PF02515.15   0.00014   27.0   0.0   0.00014   27.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13178:49247_1_93_-  -          CoA_transf_3         PF02515.15   0.00015   26.9   0.0   0.00015   26.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1447:85796_1_93_+   -          CoA_transf_3         PF02515.15   0.00015   26.9   0.1   0.00015   26.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17921:29737_1_93_+  -          CoA_transf_3         PF02515.15   0.00016   26.8   0.0   0.00016   26.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7345:40417_1_93_-   -          CoA_transf_3         PF02515.15   0.00017   26.8   0.1   0.00017   26.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15306:86936_1_93_-  -          CoA_transf_3         PF02515.15   0.00017   26.7   0.0   0.00018   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19187:56647_1_93_+  -          CoA_transf_3         PF02515.15   0.00017   26.7   0.2   0.00018   26.7   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20349:75759_1_93_+  -          CoA_transf_3         PF02515.15   0.00017   26.7   0.0   0.00017   26.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7779:26254_1_93_+   -          CoA_transf_3         PF02515.15   0.00018   26.6   0.1   0.00019   26.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:17576:82186_1_93_+  -          CoA_transf_3         PF02515.15   0.00019   26.5   0.1   0.00019   26.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:15324:10688_1_93_-  -          CoA_transf_3         PF02515.15    0.0002   26.5   0.2   0.00021   26.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9080:61730_1_93_+   -          CoA_transf_3         PF02515.15   0.00024   26.2   0.0   0.00024   26.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9557:76656_1_93_-   -          CoA_transf_3         PF02515.15   0.00024   26.2   0.0   0.00025   26.2   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:7287:80142_1_93_-   -          CoA_transf_3         PF02515.15   0.00028   26.0   0.0   0.00028   26.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14704:9075_1_93_+   -          CoA_transf_3         PF02515.15    0.0003   25.9   0.0   0.00031   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13121:31204_1_93_+  -          CoA_transf_3         PF02515.15    0.0003   25.9   0.0    0.0003   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13475:38954_1_86_+  -          CoA_transf_3         PF02515.15    0.0003   25.9   0.0    0.0003   25.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13138:50655_1_93_-  -          CoA_transf_3         PF02515.15   0.00032   25.8   0.2   0.00032   25.8   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2791:52707_1_93_-   -          CoA_transf_3         PF02515.15   0.00033   25.8   0.0   0.00034   25.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11485:13654_1_93_-  -          CoA_transf_3         PF02515.15   0.00037   25.6   0.0   0.00038   25.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:3159:80178_1_93_-   -          CoA_transf_3         PF02515.15   0.00039   25.5   0.1    0.0004   25.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19098:24781_1_93_-  -          CoA_transf_3         PF02515.15    0.0004   25.5   0.0   0.00042   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18921:94037_1_93_-  -          CoA_transf_3         PF02515.15   0.00041   25.5   0.0   0.00041   25.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13108:16868_1_93_+  -          CoA_transf_3         PF02515.15   0.00042   25.4   0.0   0.00042   25.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:11597:66745_1_93_-  -          CoA_transf_3         PF02515.15   0.00043   25.4   0.5   0.00043   25.4   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:13899:76577_1_93_+  -          CoA_transf_3         PF02515.15   0.00044   25.4   0.1   0.00044   25.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18931:73999_1_87_-  -          CoA_transf_3         PF02515.15   0.00045   25.3   0.0   0.00045   25.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16343:82475_1_93_+  -          CoA_transf_3         PF02515.15    0.0005   25.2   0.1   0.00051   25.2   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9205:11075_1_93_+   -          CoA_transf_3         PF02515.15   0.00052   25.1   0.0   0.00052   25.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9953:48477_1_93_+   -          CoA_transf_3         PF02515.15   0.00054   25.1   0.1   0.00055   25.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:6564:43205_1_93_-   -          CoA_transf_3         PF02515.15   0.00054   25.1   0.0   0.00056   25.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18350:30751_1_93_-  -          CoA_transf_3         PF02515.15   0.00061   24.9   0.1   0.00062   24.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3455:56027_1_93_+   -          CoA_transf_3         PF02515.15   0.00064   24.8   0.1   0.00064   24.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5190:63964_1_93_+   -          CoA_transf_3         PF02515.15   0.00074   24.6   0.0   0.00074   24.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19403:3567_1_93_+   -          CoA_transf_3         PF02515.15   0.00077   24.6   0.0   0.00077   24.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8980:38193_1_93_+   -          CoA_transf_3         PF02515.15   0.00077   24.6   0.0   0.00079   24.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9171:86227_1_93_+   -          CoA_transf_3         PF02515.15   0.00092   24.3   0.0   0.00094   24.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:1236:99463_1_93_+   -          CoA_transf_3         PF02515.15     0.001   24.1   0.1     0.001   24.1   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:3288:88532_1_93_+   -          CoA_transf_3         PF02515.15     0.001   24.1   0.0     0.001   24.1   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:10441:23231_1_93_+  -          CoA_transf_3         PF02515.15    0.0011   24.0   0.0    0.0011   24.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:15833:70470_1_75_+  -          CoA_transf_3         PF02515.15    0.0012   24.0   0.0    0.0012   24.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:13074:17606_1_79_+  -          CoA_transf_3         PF02515.15    0.0012   24.0   0.0    0.0012   24.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:4475:15170_1_88_+   -          CoA_transf_3         PF02515.15    0.0012   23.9   0.1    0.0012   23.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:11442:94454_1_93_+  -          CoA_transf_3         PF02515.15    0.0012   23.9   0.1    0.0012   23.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:10313:57758_1_87_-  -          CoA_transf_3         PF02515.15    0.0012   23.9   0.0    0.0012   23.9   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14263:55188_1_93_-  -          CoA_transf_3         PF02515.15    0.0013   23.8   0.0    0.0013   23.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:9852:50846_1_93_-   -          CoA_transf_3         PF02515.15    0.0013   23.8   0.0    0.0013   23.8   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18901:35359_1_93_-  -          CoA_transf_3         PF02515.15    0.0013   23.8   0.4    0.0013   23.8   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19488:3228_1_93_+   -          CoA_transf_3         PF02515.15    0.0014   23.7   0.4    0.0015   23.6   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8366:54417_1_93_+   -          CoA_transf_3         PF02515.15    0.0014   23.7   0.0    0.0014   23.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17126:48253_1_93_+  -          CoA_transf_3         PF02515.15    0.0014   23.7   0.0    0.0014   23.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:14738:8541_1_93_-   -          CoA_transf_3         PF02515.15    0.0014   23.7   0.0    0.0014   23.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:6118:41901_1_93_+   -          CoA_transf_3         PF02515.15    0.0015   23.7   0.0    0.0015   23.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8028:62566_1_93_-   -          CoA_transf_3         PF02515.15    0.0015   23.6   0.5    0.0015   23.6   0.5   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:8028:96700_1_93_-   -          CoA_transf_3         PF02515.15    0.0015   23.6   0.1    0.0015   23.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:17405:89125_1_93_-  -          CoA_transf_3         PF02515.15    0.0016   23.6   0.1    0.0016   23.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1158:58005_1_78_+   -          CoA_transf_3         PF02515.15    0.0016   23.5   0.0    0.0016   23.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:16736:50352_1_93_+  -          CoA_transf_3         PF02515.15    0.0016   23.5   0.0    0.0016   23.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2978:62671_1_93_+   -          CoA_transf_3         PF02515.15    0.0016   23.5   0.0    0.0016   23.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18130:80006_1_93_+  -          CoA_transf_3         PF02515.15    0.0016   23.5   0.0    0.0017   23.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:17905:24869_1_93_-  -          CoA_transf_3         PF02515.15    0.0016   23.5   0.0    0.0016   23.5   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:7586:4099_1_93_+    -          CoA_transf_3         PF02515.15    0.0017   23.4   0.0    0.0017   23.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13084:65159_1_93_-  -          CoA_transf_3         PF02515.15    0.0017   23.4   0.0    0.0017   23.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:16740:7866_1_93_+   -          CoA_transf_3         PF02515.15    0.0018   23.4   0.0    0.0018   23.4   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7110:54830_1_93_+   -          CoA_transf_3         PF02515.15    0.0018   23.4   0.0    0.0018   23.3   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:2710:13784_1_93_+  -          Cytochrome_CBB3      PF13442.4    3.8e-05   29.7   1.2   3.8e-05   29.7   1.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16950:49551_1_93_- -          Cytochrome_CBB3      PF13442.4    0.00012   28.0   0.4   0.00012   28.0   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5472:3378_1_93_+   -          Cytochrome_CBB3      PF13442.4    0.00019   27.4   0.4   0.00019   27.4   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1776:94787_1_93_-  -          Cytochrome_CBB3      PF13442.4    0.00022   27.2   0.4   0.00023   27.2   0.4   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3309:41830_1_93_+  -          Cytochrome_CBB3      PF13442.4    0.00022   27.2   0.4   0.00024   27.1   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:19186:7327_1_93_+  -          Cytochrom_C          PF00034.19   1.7e-05   31.6   0.2   1.7e-05   31.6   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:20359:26678_1_93_- -          Cytochrom_C          PF00034.19   8.4e-05   29.4   0.2   8.4e-05   29.4   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:16267:97832_1_93_- -          Cytochrom_C          PF00034.19   0.00024   27.9   0.1   0.00024   27.9   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:14609:82326_1_93_- -          Cytochrom_C          PF00034.19   0.00036   27.3   0.4   0.00038   27.3   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:13148:52375_1_93_+ -          Cytochrom_C          PF00034.19    0.0004   27.2   0.4   0.00041   27.2   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:19158:68474_1_93_+ -          Cytochrom_C          PF00034.19   0.00053   26.8   2.1   0.00056   26.7   2.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:12117:20110_1_93_- -          Cytochrom_C          PF00034.19   0.00098   25.9   0.3     0.001   25.9   0.3   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:18992:90018_1_93_- -          Cytochrom_C          PF00034.19   0.00099   25.9   0.2   0.00099   25.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1776:94787_1_93_-  -          Cytochrom_C          PF00034.19     0.001   25.9   0.4    0.0011   25.8   0.4   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:9165:41773_1_93_+  -          Cytochrom_C          PF00034.19    0.0015   25.3   0.1    0.0015   25.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:17548:97661_1_93_- -          Cytochrom_C          PF00034.19    0.0016   25.3   1.1    0.0016   25.3   1.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:12485:74712_1_88_- -          Cytochrom_C          PF00034.19    0.0023   24.8   1.8    0.0023   24.8   1.8   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:5307:48511_1_93_+  -          Cytochrom_C          PF00034.19    0.0024   24.7   0.0    0.0024   24.7   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17729:5532_1_93_+  -          Cytochrom_C          PF00034.19    0.0026   24.6   0.4    0.0026   24.6   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:1806:59460_1_93_-  -          Cytochrom_C          PF00034.19    0.0027   24.5   0.4    0.0027   24.5   0.4   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:9626:5076_1_93_+   -          Cytochrom_C          PF00034.19    0.0032   24.3   0.3    0.0032   24.3   0.3   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:6628:75938_1_93_-  -          Cytochrom_C          PF00034.19    0.0033   24.3   0.1    0.0033   24.3   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20301:31117_1_93_- -          Cytochrom_C          PF00034.19     0.004   24.0   0.0     0.004   24.0   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7474:37159_1_93_-  -          Cytochrom_C          PF00034.19    0.0045   23.8   1.0    0.0045   23.8   1.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:5086:83279_1_93_+  -          Cytochrom_C          PF00034.19    0.0046   23.8   0.6    0.0047   23.8   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:17590:74926_1_93_- -          Cytochrom_C          PF00034.19    0.0049   23.7   0.2    0.0049   23.7   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:20824:62238_1_93_- -          Cytochrom_C          PF00034.19    0.0051   23.7   0.1    0.0051   23.6   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2563:43615_1_93_-  -          Cytochrom_C          PF00034.19    0.0052   23.6   0.2    0.0052   23.6   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:11923:88616_1_93_- -          Cytochrom_C          PF00034.19    0.0054   23.6   0.0    0.0054   23.6   0.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:16950:49551_1_93_- -          Cytochrom_C          PF00034.19    0.0073   23.2   1.0    0.0073   23.2   1.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:2883:40474_1_93_+  -          Cytochrom_C          PF00034.19    0.0093   22.8   0.2    0.0093   22.8   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:20454:73554_1_93_- -          Cytochrom_C          PF00034.19     0.011   22.5   0.1     0.011   22.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:15501:55624_1_93_- -          Cytochrom_C          PF00034.19     0.013   22.3   0.6     0.013   22.3   0.6   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:10590:14382_1_93_+ -          Cytochrom_C          PF00034.19     0.019   21.9   0.2     0.019   21.9   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:19213:93209_1_93_+ -          Cytochrom_C          PF00034.19     0.019   21.9   0.1      0.02   21.8   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:2711:39971_1_93_+  -          Cytochrom_C          PF00034.19     0.023   21.6   2.7     0.023   21.6   2.7   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:5530:98757_1_93_-  -          Cytochrom_C          PF00034.19     0.024   21.5   0.2     0.024   21.5   0.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:18665:5933_1_93_+  -          Cytochrom_C          PF00034.19     0.024   21.5   0.1     0.024   21.5   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:8199:85243_1_93_-  -          Cytochrom_C          PF00034.19     0.025   21.4   1.1      0.03   21.2   1.1   1.2   1   0   0   1   1   0   0 -
HWI-ST185:476:D28N0ACXX:7:2314:3309:41830_1_93_+  -          Cytochrom_C          PF00034.19     0.026   21.4   0.1     0.026   21.4   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:8694:44229_1_81_-  -          Cytochrom_C          PF00034.19     0.028   21.3   1.0     0.028   21.3   1.0   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:7790:92721_1_93_+  -          DHODB_Fe-S_bind      PF10418.7    6.6e-08   38.0   4.2   7.2e-08   37.8   4.2   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:10871:78392_1_92_- -          DHODB_Fe-S_bind      PF10418.7      7e-07   34.7   4.3   7.9e-07   34.5   4.3   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2313:12669:54857_1_93_+ -          DHODB_Fe-S_bind      PF10418.7    8.6e-06   31.2   1.2     9e-06   31.1   1.2   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:14040:7104_1_90_+  -          DHODB_Fe-S_bind      PF10418.7    4.8e-05   28.8   0.1   5.1e-05   28.7   0.1   1.0   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:3460:14855_2_80_-  -          DHODB_Fe-S_bind      PF10418.7    0.00017   27.0   0.2   0.00019   26.9   0.2   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:3026:32861_1_81_-  -          DHODB_Fe-S_bind      PF10418.7    0.00044   25.7   0.1   0.00047   25.6   0.1   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2315:20341:43827_1_93_+ -          DHODB_Fe-S_bind      PF10418.7    0.00064   25.2   2.6   0.00067   25.1   2.6   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:16174:42226_1_93_- -          DHODB_Fe-S_bind      PF10418.7    0.00064   25.2   3.9   0.00066   25.1   3.9   1.1   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2316:1701:57978_1_93_+  -          DHODB_Fe-S_bind      PF10418.7    0.00067   25.1   0.2    0.0008   24.9   0.2   1.2   1   0   0   1   1   1   1 -
HWI-ST185:476:D28N0ACXX:7:2314:18555:87804_1_93_+ -          DoxA                 PF07680.9    7.7e-06   31.6   0.0   7.7e-06   31.6   0.0   1.0   1   0   0   1   1   1   1 -
