GenomeID	Sp	Guild	MEBS_SS	Comp_mean	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24-26	P27	P28	P29
GCF_000299095.1	alpha proteobacterium HIMB5	NS	0.715	66.5	55.6	20	100	35.3	40	20	66.7	100	100	35	27.6	100	66.7	100	71.4	25	91.7	100	85.7	28.6	0	42.9	81.8	100	100	100	33.3
GCF_000816085.1	Staphylococcus hyicus	NS	0.696	61.6	33.3	20	0	47.1	55	35	55.6	100	100	45	34.5	0	100	100	57.1	50	75	85.7	85.7	57.1	0	42.9	72.7	100	100	100	33.3
GCF_000242635.2	Solitalea canadensis DSM 3403	NS	0.696	72.1	44.4	50	100	58.8	55	40	66.7	100	80	50	37.9	100	100	100	71.4	50	75	85.7	85.7	57.1	0	85.7	63.6	100	100	100	33.3
GCF_000772105.1	Vibrio tubiashii ATCC 19109	NS	0.687	71.3	55.6	40	100	64.7	60	40	77.8	100	100	65	48.3	0	100	100	57.1	56.2	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	33.3
GCF_000763535.1	Vibrio coralliilyticus	NS	0.662	69.9	66.7	50	100	64.7	60	35	77.8	100	80	65	48.3	0	66.7	100	57.1	50	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	33.3
GCF_000180175.2	Plautia stali symbiont	NS	0.655	68.4	44.4	40	100	47.1	50	35	55.6	100	100	65	37.9	100	100	100	64.3	43.8	41.7	28.6	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_000266885.1	Turneriella parva DSM 21527	NS	0.651	63.7	33.3	30	100	47.1	60	35	55.6	100	80	55	31	0	66.7	100	57.1	43.8	83.3	85.7	85.7	42.9	0	57.1	63.6	100	100	100	33.3
GCF_001078055.1	Rufibacter sp. DG31D	NS	0.648	70.3	44.4	40	100	47.1	55	35	44.4	100	80	60	37.9	100	100	100	71.4	43.8	83.3	85.7	85.7	57.1	0	71.4	63.6	100	100	100	33.3
GCF_000264455.2	Tistrella mobilis KA081020-065	NS	0.62	71.3	44.4	40	100	64.7	60	45	77.8	100	100	55	44.8	0	100	100	64.3	50	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_000020665.1	Stenotrophomonas maltophilia R551-3	NS	0.62	64.5	33.3	30	100	47.1	45	40	77.8	100	80	45	27.6	0	100	100	57.1	50	83.3	100	85.7	14.3	0	57.1	63.6	100	100	100	33.3
GCF_000706725.1	Bacillus lehensis G1	NS	0.594	67.6	66.7	50	100	52.9	45	30	55.6	100	100	65	27.6	0	100	100	64.3	43.8	83.3	85.7	85.7	42.9	0	57.1	72.7	100	100	100	33.3
GCF_000015545.1	Acidovorax sp. JS42	NS	0.59	76.5	55.6	40	100	64.7	60	40	77.8	100	100	65	44.8	100	100	100	71.4	81.2	91.7	100	85.7	57.1	0	85.7	63.6	100	100	100	33.3
GCF_000960975.1	Martelella endophytica	NS	0.587	75.9	55.6	50	100	70.6	60	45	77.8	100	100	65	37.9	100	100	100	71.4	56.2	91.7	100	85.7	42.9	0	85.7	72.7	100	100	100	33.3
GCF_001534645.1	Flavobacterium columnare	NS	0.561	59.5	33.3	40	0	52.9	55	40	66.7	100	60	45	31	0	66.7	100	57.1	43.8	75	85.7	85.7	42.9	0	57.1	54.5	100	100	100	33.3
GCF_000072485.1	Stenotrophomonas maltophilia K279a	NS	0.558	65.2	33.3	30	100	47.1	45	40	77.8	100	100	45	27.6	0	100	100	57.1	50	83.3	100	85.7	14.3	0	57.1	63.6	100	100	100	33.3
GCF_000223885.1	Stenotrophomonas maltophilia JV3	NS	0.558	65.2	33.3	30	100	47.1	45	40	77.8	100	100	45	27.6	0	100	100	57.1	50	83.3	100	85.7	14.3	0	57.1	63.6	100	100	100	33.3
GCF_001628715.1	Acetobacter sp. SLV-7	NS	0.544	66.6	33.3	30	100	58.8	50	35	77.8	100	100	55	31	0	100	100	57.1	50	66.7	71.4	85.7	57.1	0	57.1	81.8	100	100	100	33.3
GCF_000511305.1	Rhodococcus pyridinivorans SB3094	NS	0.524	71	44.4	40	100	64.7	60	45	66.7	100	100	70	34.5	0	100	100	57.1	56.2	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_000006745.1	Vibrio cholerae O1 biovar El Tor str. N16961	NS	0.48	66.7	55.6	50	100	58.8	55	35	77.8	100	80	70	44.8	0	33.3	100	57.1	43.8	66.7	85.7	85.7	71.4	0	57.1	72.7	100	100	100	33.3
GCF_000758265.1	Achromobacter xylosoxidans C54	NS	0.465	76.1	55.6	40	100	64.7	60	45	77.8	100	100	60	48.3	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_001274595.1	Stenotrophomonas maltophilia	NS	0.462	65	33.3	30	100	47.1	45	40	77.8	100	80	45	27.6	0	100	100	57.1	50	83.3	100	85.7	14.3	0	71.4	63.6	100	100	100	33.3
GCF_000010585.1	Macrococcus caseolyticus JCSC5402	NS	0.455	61.2	33.3	40	0	47.1	55	35	55.6	100	100	40	34.5	0	66.7	100	57.1	43.8	75	85.7	85.7	57.1	0	57.1	72.7	100	100	100	33.3
GCF_000725285.1	Virgibacillus sp. SK37	NS	0.452	63.1	55.6	50	0	47.1	45	35	77.8	100	100	35	31	0	100	100	57.1	50	83.3	85.7	85.7	28.6	0	57.1	72.7	100	100	100	33.3
GCF_001308105.1	Persicobacter sp. JZB09	NS	0.443	69.6	44.4	40	100	58.8	55	45	66.7	100	60	50	34.5	100	66.7	100	71.4	50	83.3	85.7	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_001027285.1	Archangium gephyra	NS	0.434	70.7	55.6	60	100	52.9	60	40	66.7	100	100	60	44.8	0	66.7	100	57.1	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000240075.2	Flavobacterium columnare ATCC 49512	NS	0.43	54.7	33.3	40	0	35.3	45	40	55.6	100	40	30	24.1	0	66.7	100	50	43.8	75	85.7	71.4	14.3	0	57.1	45.5	100	100	100	33.3
GCF_000772045.1	Streptomyces sp. CCM_MD2014	NS	0.428	70.9	55.6	50	100	58.8	60	40	66.7	100	100	55	41.4	0	100	100	57.1	50	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_000192845.1	Sphingobacterium sp. 21	NS	0.426	72.5	55.6	40	100	58.8	55	40	66.7	100	80	55	41.4	100	100	100	71.4	50	83.3	85.7	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_001465255.1	Paenibacillus naphthalenovorans	NS	0.407	68.7	77.8	50	0	41.2	45	30	55.6	100	100	60	34.5	100	100	100	64.3	43.8	83.3	85.7	71.4	57.1	0	85.7	72.7	100	100	100	33.3
GCF_001444365.1	Colwellia sp. MT41	NS	0.402	64.9	55.6	30	100	52.9	50	35	66.7	100	60	65	41.4	0	33.3	100	57.1	31.2	83.3	100	85.7	71.4	0	57.1	72.7	100	100	100	33.3
GCF_000785495.1	Pimelobacter simplex	NS	0.332	68.4	55.6	40	50	58.8	55	40	66.7	100	100	60	44.8	0	100	100	50	50	91.7	100	71.4	57.1	0	85.7	72.7	100	100	100	33.3
GCF_000023125.1	Dyadobacter fermentans DSM 18053	NS	0.327	71.7	55.6	40	100	58.8	55	45	66.7	100	80	60	44.8	100	100	100	71.4	50	75	85.7	85.7	42.9	0	57.1	72.7	100	100	100	33.3
GCF_000219105.1	Myxococcus fulvus HW-1	NS	0.319	71.5	55.6	40	100	58.8	60	40	77.8	100	100	70	44.8	0	100	100	57.1	56.2	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_000739085.1	Amycolatopsis methanolica 239	NS	0.305	71.4	66.7	40	100	58.8	55	45	66.7	100	100	60	48.3	0	100	100	50	68.8	91.7	100	71.4	57.1	0	85.7	72.7	100	100	100	33.3
GCF_000015365.1	Marinobacter hydrocarbonoclasticus VT8	NS	0.294	69.1	44.4	50	100	58.8	60	30	77.8	100	100	65	41.4	0	66.7	100	57.1	50	83.3	100	85.7	71.4	0	57.1	72.7	100	100	100	33.3
GCF_000212695.1	Cellulomonas fimi ATCC 484	NS	0.268	72.3	55.6	40	100	52.9	55	40	66.7	100	100	65	41.4	100	100	100	64.3	50	75	85.7	85.7	57.1	0	57.1	72.7	100	100	100	33.3
GCF_001191005.1	Massilia sp. NR 4-1	NS	0.265	71.8	55.6	40	100	64.7	60	45	77.8	100	100	65	44.8	0	100	100	57.1	50	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_001514355.1	Achromobacter denitrificans	NS	0.256	76.5	55.6	40	100	64.7	60	45	77.8	100	100	70	48.3	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000012345.1	Candidatus Pelagibacter ubique HTCC1062	NS	0.254	65.9	55.6	30	100	35.3	40	20	66.7	100	100	35	24.1	100	66.7	100	71.4	25	83.3	100	85.7	14.3	0	42.9	81.8	100	100	100	33.3
GCF_000015285.1	Psychromonas ingrahamii 37	NS	0.217	68.7	55.6	40	100	47.1	50	30	55.6	100	100	65	37.9	0	100	100	64.3	56.2	75	85.7	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_001186155.3	Planococcus sp. L10.15	NS	0.207	61.4	33.3	40	0	35.3	45	40	55.6	100	100	40	31	0	100	100	64.3	50	83.3	85.7	85.7	28.6	0	57.1	72.7	100	100	100	33.3
GCF_000014745.1	Maricaulis maris MCS10	NS	0.2	71.5	44.4	40	100	58.8	55	35	77.8	100	60	50	37.9	100	66.7	100	71.4	50	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	33.3
GCF_000018665.1	Delftia acidovorans SPH-1	NS	0.174	75.5	55.6	40	100	64.7	60	45	77.8	100	100	65	44.8	100	100	100	64.3	50	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_000143225.1	Herbaspirillum seropedicae SmR1	NS	0.161	74.6	44.4	30	100	64.7	55	45	77.8	100	100	65	37.9	100	100	100	71.4	50	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_001483945.1	Herbaspirillum rubrisubalbicans M1	NS	0.161	74.6	44.4	30	100	64.7	55	45	77.8	100	100	65	37.9	100	100	100	71.4	50	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_000953735.1	Moritella viscosa	NS	0.154	66.4	44.4	50	100	58.8	55	30	77.8	100	80	65	41.4	0	33.3	100	57.1	43.8	75	85.7	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_000280925.3	Myxococcus hansupus	NS	0.153	71.9	55.6	50	100	58.8	60	40	77.8	100	100	65	44.8	0	100	100	57.1	56.2	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_000218545.1	Cellulomonas gilvus ATCC 13127	NS	0.141	66.9	55.6	30	100	52.9	55	30	66.7	100	100	70	34.5	0	100	100	57.1	50	75	85.7	85.7	42.9	0	42.9	72.7	100	100	100	33.3
GCF_001281485.1	Altererythrobacter epoxidivorans	NS	0.136	69.7	44.4	40	100	52.9	55	25	77.8	100	80	40	37.9	100	66.7	100	64.3	43.8	91.7	100	85.7	57.1	0	42.9	81.8	100	100	100	33.3
GCF_000012685.1	Myxococcus xanthus DK 1622	NS	0.134	71.2	55.6	40	100	52.9	60	45	66.7	100	100	70	48.3	0	100	100	57.1	56.2	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_001188855.1	Staphylococcus schleiferi	NS	0.133	61.7	44.4	30	0	47.1	55	35	55.6	100	100	45	31	0	100	100	57.1	50	75	85.7	85.7	42.9	0	42.9	72.7	100	100	100	33.3
GCF_000330885.1	Rhizobium tropici CIAT 899	NS	0.121	74	44.4	50	100	58.8	45	45	66.7	100	100	60	34.5	100	100	100	71.4	50	100	100	85.7	42.9	0	85.7	72.7	100	100	100	33.3
GCF_000243115.2	Niabella soli DSM 19437	NS	0.113	70.6	33.3	40	100	47.1	55	45	55.6	100	80	65	37.9	100	100	100	71.4	50	83.3	85.7	85.7	57.1	0	57.1	63.6	100	100	100	33.3
GCF_000027225.1	Xenorhabdus bovienii SS-2004	NS	0.11	66.5	33.3	20	100	52.9	50	30	66.7	100	100	65	34.5	0	100	100	57.1	43.8	75	85.7	85.7	71.4	0	42.9	81.8	100	100	100	33.3
GCF_000197735.1	Glutamicibacter arilaitensis Re117	NS	0.103	63.2	55.6	50	0	52.9	50	35	66.7	100	100	55	31	0	100	100	50	50	83.3	85.7	71.4	42.9	0	57.1	63.6	100	100	100	33.3
GCF_000612685.1	Castellaniella defragrans 65Phen	NS	0.093	74.8	44.4	30	100	58.8	55	40	77.8	100	100	70	41.4	100	100	100	64.3	75	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_000968175.1	Xenorhabdus poinarii G6	NS	0.09	62.5	33.3	20	100	47.1	50	30	55.6	100	80	65	34.5	0	33.3	100	57.1	31.2	75	85.7	85.7	71.4	0	42.9	81.8	100	100	100	33.3
GCF_001189535.1	Arsenicicoccus sp. oral taxon 190	NS	0.08	65.2	44.4	40	0	47.1	60	40	55.6	100	100	55	37.9	0	100	100	64.3	56.2	83.3	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_001687565.2	Planococcus antarcticus DSM 14505	NS	0.061	60.8	44.4	40	0	35.3	45	35	55.6	100	100	40	27.6	0	100	100	57.1	50	83.3	85.7	85.7	28.6	0	42.9	72.7	100	100	100	33.3
GCF_000024125.1	Robiginitalea biformata HTCC2501	NS	0.057	63.1	55.6	50	100	35.3	50	40	44.4	100	60	50	37.9	0	66.7	100	57.1	50	75	85.7	85.7	42.9	0	57.1	54.5	100	100	100	33.3
GCF_000283275.1	Marinobacter sp. BSs20148	NS	0.03	70.6	33.3	30	100	58.8	60	30	77.8	100	100	65	37.9	0	100	100	64.3	56.2	91.7	100	85.7	71.4	0	71.4	81.8	100	100	100	33.3
GCF_000024465.1	Candidatus Puniceispirillum marinum IMCC1322	NS	0.006	71	66.7	20	100	64.7	55	45	77.8	100	100	50	44.8	0	100	100	64.3	50	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_000024005.1	Chitinophaga pinensis DSM 2588	NS	-0.022	72.7	66.7	40	100	58.8	55	40	66.7	100	80	60	37.9	100	100	100	71.4	56.2	75	85.7	85.7	42.9	0	71.4	81.8	100	100	100	33.3
GCF_000331735.1	Myxococcus stipitatus DSM 14675	NS	-0.039	69.5	44.4	50	100	52.9	60	45	66.7	100	100	65	41.4	0	100	100	50	56.2	91.7	100	71.4	42.9	0	71.4	72.7	100	100	100	33.3
GCF_000026185.1	Erwinia tasmaniensis Et1/99	NS	-0.042	68.4	55.6	40	100	52.9	50	35	66.7	100	100	65	41.4	0	100	100	57.1	43.8	75	85.7	85.7	71.4	0	42.9	81.8	100	100	100	33.3
GCF_000953355.1	Xenorhabdus nematophila AN6/1	NS	-0.05	64.9	33.3	20	100	47.1	50	30	55.6	100	80	65	34.5	0	66.7	100	57.1	37.5	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	33.3
GCF_001412595.1	Massilia sp. WG5	NS	-0.073	76.5	55.6	40	100	64.7	55	45	77.8	100	100	60	44.8	100	100	100	64.3	75	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000007125.1	Brucella melitensis bv. 1 str. 16M	NS	-0.109	65.8	44.4	30	0	58.8	55	35	77.8	100	100	60	34.5	0	100	100	64.3	50	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_001310085.1	Rufibacter tibetensis	NS	-0.121	71.4	44.4	40	100	58.8	55	45	66.7	100	80	55	37.9	100	100	100	71.4	50	83.3	85.7	85.7	42.9	0	71.4	63.6	100	100	100	33.3
GCF_000147815.2	Streptomyces violaceusniger Tu 4113	NS	-0.125	72.5	55.6	50	100	64.7	55	45	77.8	100	100	60	44.8	0	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000974425.1	Spirosoma radiotolerans	NS	-0.13	74.2	55.6	40	100	64.7	55	45	77.8	100	100	50	44.8	100	100	100	71.4	50	83.3	100	85.7	42.9	0	71.4	81.8	100	100	100	33.3
GCF_000599545.1	Rhodococcus opacus PD630	NS	-0.14	71.2	55.6	40	100	58.8	45	45	66.7	100	100	70	34.5	0	100	100	64.3	62.5	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_000831005.1	Marinobacter salarius	NS	-0.146	70.4	33.3	50	100	58.8	55	35	77.8	100	100	55	41.4	0	100	100	42.9	81.2	91.7	100	71.4	71.4	0	71.4	72.7	100	100	100	33.3
GCF_000177195.2	Streptomyces sp. SirexAA-E	NS	-0.151	71.9	66.7	50	100	58.8	55	45	66.7	100	100	60	48.3	0	100	100	64.3	50	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_001638925.1	Sphingomonas sp. NIC1	NS	-0.16	69	55.6	50	100	52.9	45	35	66.7	100	100	60	37.9	0	100	100	57.1	43.8	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_000355675.1	Thalassolituus oleivorans MIL-1	NS	-0.165	70.3	44.4	40	100	58.8	55	35	77.8	100	100	55	44.8	0	100	100	57.1	50	91.7	100	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_001442755.1	Aureimonas sp. AU20	NS	-0.175	74.7	55.6	40	100	64.7	55	45	77.8	100	100	65	44.8	100	100	100	71.4	50	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_001278035.1	Sphingopyxis sp. 113P3	NS	-0.178	72.9	44.4	30	100	58.8	50	30	77.8	100	100	60	37.9	100	100	100	64.3	50	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_000023105.1	Beutenbergia cavernae DSM 12333	NS	-0.188	72.1	55.6	40	100	52.9	55	40	77.8	100	100	50	37.9	100	100	100	64.3	50	75	85.7	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_001011035.1	Streptomyces sp. CNQ-509	NS	-0.198	70.4	55.6	50	100	52.9	55	40	66.7	100	100	55	41.4	0	100	100	64.3	50	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_001578105.1	Martelella sp. AD-3	NS	-0.199	76.2	55.6	60	100	58.8	55	40	77.8	100	100	65	41.4	100	100	100	71.4	81.2	83.3	85.7	85.7	57.1	0	85.7	72.7	100	100	100	33.3
GCF_000230995.2	Mesorhizobium australicum WSM2073	NS	-0.202	76	44.4	50	100	64.7	50	45	77.8	100	100	60	41.4	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000739105.1	Streptomyces lividans TK24	NS	-0.208	70.5	55.6	50	100	52.9	55	40	66.7	100	100	55	41.4	0	100	100	57.1	50	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_001676765.1	Mesorhizobium loti NZP2037	NS	-0.216	76.5	55.6	50	100	64.7	50	45	77.8	100	100	60	44.8	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_001267885.1	Streptomyces ambofaciens ATCC 23877	NS	-0.222	71	66.7	50	100	52.9	55	40	66.7	100	100	55	44.8	0	100	100	57.1	50	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_000255295.1	Corallococcus coralloides DSM 2259	NS	-0.224	67.4	44.4	40	100	41.2	45	40	66.7	100	100	45	34.5	0	100	100	57.1	56.2	91.7	100	85.7	28.6	0	71.4	72.7	100	100	100	33.3
GCF_000023185.1	Rhizobium leguminosarum bv. trifolii WSM1325	NS	-0.226	77	55.6	50	100	64.7	55	45	77.8	100	100	65	48.3	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_001499615.1	Acetobacter senegalensis	NS	-0.249	69.2	44.4	30	100	58.8	50	35	77.8	100	100	65	34.5	0	100	100	57.1	50	75	85.7	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000017405.1	Ochrobactrum anthropi ATCC 49188	NS	-0.256	73.7	44.4	30	100	58.8	55	40	77.8	100	100	60	37.9	100	100	100	71.4	56.2	100	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_000024345.1	Kribbella flavida DSM 17836	NS	-0.259	74.5	66.7	40	100	52.9	55	40	66.7	100	100	60	44.8	100	100	100	71.4	50	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_000023045.1	Exiguobacterium sp. AT1b	NS	-0.273	59.4	33.3	50	0	35.3	40	35	55.6	100	100	45	27.6	0	100	100	50	50	75	85.7	71.4	28.6	0	42.9	63.6	100	100	100	33.3
GCF_000024025.1	Catenulispora acidiphila DSM 44928	NS	-0.282	71.5	66.7	30	100	58.8	55	35	77.8	100	100	65	41.4	0	100	100	57.1	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000007705.1	Chromobacterium violaceum ATCC 12472	NS	-0.309	70.4	55.6	40	100	58.8	55	40	77.8	100	100	60	41.4	0	100	100	57.1	50	91.7	100	85.7	42.9	0	71.4	81.8	100	100	100	33.3
GCF_000025345.1	Geodermatophilus obscurus DSM 43160	NS	-0.312	69.8	66.7	40	100	58.8	55	40	66.7	100	100	50	41.4	0	100	100	57.1	50	91.7	100	71.4	42.9	0	85.7	72.7	100	100	100	33.3
GCF_000176935.3	Burkholderia sp. CCGE1001	NS	-0.319	74.7	44.4	30	100	64.7	50	45	77.8	100	100	60	37.9	100	100	100	71.4	62.5	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_000024805.1	Haliangium ochraceum DSM 14365	NS	-0.327	70.2	44.4	50	100	52.9	55	45	66.7	100	100	60	44.8	0	66.7	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000027205.1	Erwinia amylovora ATCC 49946	NS	-0.329	69.1	55.6	40	100	52.9	50	35	66.7	100	100	65	41.4	0	100	100	64.3	43.8	75	85.7	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_000597885.1	Flammeovirgaceae bacterium 311	NS	-0.329	71.2	55.6	50	100	47.1	55	45	55.6	100	100	50	41.4	100	100	100	71.4	50	75	85.7	85.7	42.9	0	57.1	63.6	100	100	100	33.3
GCF_001442535.1	Lysobacter antibioticus	NS	-0.357	67.2	44.4	30	100	58.8	50	40	77.8	100	80	65	37.9	0	66.7	100	57.1	43.8	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_001639105.1	Azospirillum humicireducens	NS	-0.364	69.4	44.4	30	100	58.8	50	35	77.8	100	100	50	37.9	0	100	100	57.1	50	91.7	100	85.7	57.1	0	71.4	81.8	100	100	100	33.3
GCF_001557535.1	Burkholderia sp. PAMC 26561	NS	-0.369	75.5	55.6	30	100	58.8	55	40	77.8	100	100	70	44.8	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000147835.2	Sphingobium chlorophenolicum L-1	NS	-0.382	74.3	55.6	30	100	58.8	50	35	77.8	100	100	60	41.4	100	100	100	64.3	56.2	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	33.3
GCF_001652485.1	Ochrobactrum pseudogrignonense	NS	-0.386	72.7	44.4	30	100	58.8	55	35	77.8	100	100	55	34.5	100	100	100	71.4	50	91.7	100	85.7	42.9	0	71.4	72.7	100	100	100	33.3
GCF_000009625.1	Mesorhizobium loti MAFF303099	NS	-0.394	76.2	55.6	50	100	64.7	50	40	77.8	100	100	60	41.4	100	100	100	71.4	56.2	100	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000019145.1	Caulobacter sp. K31	NS	-0.401	74.3	44.4	40	100	58.8	55	40	77.8	100	100	60	37.9	100	100	100	64.3	56.2	91.7	100	85.7	42.9	0	85.7	81.8	100	100	100	33.3
GCF_001477625.1	Paucibacter sp. KCTC 42545	NS	-0.401	70.7	55.6	40	100	58.8	50	40	77.8	100	100	65	44.8	0	100	100	57.1	50	91.7	100	85.7	57.1	0	71.4	72.7	100	100	100	33.3
GCF_000010825.1	Acetobacter pasteurianus IFO 3283-01	NS	-0.421	69	33.3	30	100	58.8	50	35	77.8	100	100	65	31	0	100	100	57.1	50	83.3	85.7	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000784875.1	Pantoea sp. PSNIH1	NS	-0.425	73.1	55.6	40	100	52.9	50	35	66.7	100	100	65	41.4	100	100	100	64.3	43.8	75	85.7	85.7	71.4	0	71.4	81.8	100	100	100	33.3
GCF_000698845.1	Rhizobium etli bv. mimosae str. IE4771	NS	-0.436	75.1	55.6	50	100	52.9	45	40	66.7	100	100	60	41.4	100	100	100	71.4	50	100	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000025405.2	Pantoea ananatis LMG 20103	NS	-0.443	72.7	55.6	40	100	47.1	55	35	55.6	100	100	65	41.4	100	100	100	71.4	43.8	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_001650215.1	Streptomyces sp. RTd22	NS	-0.444	72.9	66.7	50	100	64.7	55	40	77.8	100	100	65	44.8	0	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_001660045.1	Streptomyces parvulus	NS	-0.453	71.7	66.7	50	100	52.9	55	40	66.7	100	100	60	44.8	0	100	100	57.1	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_900078695.1	Bordetella trematum	NS	-0.459	74.4	44.4	30	100	52.9	55	40	77.8	100	100	60	41.4	100	100	100	71.4	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_001307295.1	Sphingopyxis macrogoltabida	NS	-0.465	70.5	44.4	40	100	58.8	50	35	77.8	100	100	55	37.9	0	100	100	64.3	56.2	91.7	100	85.7	57.1	0	85.7	72.7	100	100	100	33.3
GCF_000827005.1	Streptomyces albus	NS	-0.496	70	55.6	50	100	47.1	45	40	55.6	100	100	55	37.9	0	100	100	64.3	43.8	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000009765.2	Streptomyces avermitilis MA-4680 = NBRC 14893	NS	-0.514	70.8	55.6	50	100	52.9	45	40	66.7	100	100	70	37.9	0	100	100	57.1	43.8	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000092865.1	Cellulomonas flavigena DSM 20109	NS	-0.517	67.5	55.6	40	100	47.1	55	35	66.7	100	100	65	34.5	0	100	100	57.1	50	75	85.7	85.7	42.9	0	57.1	72.7	100	100	100	33.3
GCF_000801275.2	Vibrio nigripulchritudo	NS	-0.521	74.4	55.6	50	100	52.9	55	35	66.7	100	100	65	44.8	100	100	100	71.4	62.5	83.3	85.7	85.7	71.4	0	57.1	81.8	100	100	100	33.3
GCF_001078275.1	Bordetella hinzii	NS	-0.54	70.8	44.4	30	100	58.8	50	40	77.8	100	100	65	37.9	0	100	100	64.3	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_001611795.1	Streptomyces sp. S10(2016)	NS	-0.544	70.9	55.6	50	100	52.9	45	40	66.7	100	100	65	37.9	0	100	100	64.3	43.8	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
GCF_000359525.1	Streptomyces albus J1074	NS	-0.549	71.2	66.7	50	100	52.9	55	35	66.7	100	100	55	41.4	0	100	100	57.1	50	91.7	100	85.7	57.1	0	85.7	81.8	100	100	100	33.3
