Genomes	Score
GCF_000165485.1_ASM16548v1	5.137
GCF_000227705.2_ASM22770v3	5.131
GCF_000988565.1_ASM98856v1	5.131
GCF_001189535.1_ASM118953v1	5.131
GCF_000266885.1_ASM26688v1	5.129
GCF_000255295.1_ASM25529v1	5.126
GCF_000147715.2_ASM14771v3	5.124
GCF_000732945.1_ASM73294v1	5.124
GCF_000007805.1_ASM780v1	5.118
GCF_000012205.1_ASM1220v1	5.118
GCF_000012245.1_ASM1224v1	5.118
GCF_000026185.1_ASM2618v1	5.118
GCF_000027205.1_ASM2720v1	5.118
GCF_000452705.1_ASM45270v3	5.118
GCF_000517305.1_ASM51730v1	5.118
GCF_000761155.1_ASM76115v1	5.118
GCF_000784875.1_ASM78487v3	5.118
GCF_001444365.1_ASM144436v1	5.118
GCF_001647715.1_ASM164771v1	5.118
GCF_000007125.1_ASM712v1	5.117
GCF_001652485.1_ASM165248v1	5.117
GCF_000512355.1_ASM51235v1	5.114
GCF_000017605.1_ASM1760v1	5.105
GCF_000243115.2_ASM24311v3	5.097
GCF_000010645.1_ASM1064v1	5.091
GCF_001638925.1_ASM163892v1	5.09
GCF_000967425.1_ASM96742v1	5.085
GCF_000069185.1_ASM6918v1	5.07
GCF_001605725.1_ASM160572v1	5.07
GCF_000024905.1_ASM2490v1	5.051
GCF_000008765.1_ASM876v1	5.045
GCF_000218545.1_ASM21854v1	5.025
GCF_000147835.2_ASM14783v3	5.022
GCF_001278035.1_ASM127803v1	5.022
GCF_001307295.1_ASM130729v1	5.022
GCF_000949425.1_ASM94942v1	5.004
GCF_000237085.1_ASM23708v1	5.001
GCF_000299395.1_ASM29939v1	4.998
GCF_000190735.1_ASM19073v2	4.995
GCF_000731295.1_RG1141_Ch_pA_pB	4.994
GCF_000010605.1_ASM1060v1	4.991
GCF_000261345.2_ASM26134v2	4.991
GCF_001406115.1_Streptomyces_venezuelae_ATCC_15439	4.991
GCF_000816085.1_ASM81608v1	4.985
GCF_000283575.1_ASM28357v1	4.978
GCF_000008585.1_ASM858v1	4.977
GCF_000016365.1_ASM1636v1	4.977
GCF_000172995.2_ASM17299v2	4.977
GCF_000956175.1_ASM95617v1	4.977
GCF_000767055.1_ASM76705v1	4.975
GCF_000010825.1_ASM1082v1	4.974
GCF_000176115.2_ASM17611v2	4.974
GCF_001499615.1_Acetobacter_senegalensis_108B	4.974
GCF_001628715.1_ASM162871v1	4.974
GCF_001652565.1_ASM165256v1	4.974
GCF_000023105.1_ASM2310v1	4.971
GCF_000277715.1_ASM27771v1	4.97
GCF_000316685.1_ASM31668v1	4.97
GCF_000723165.1_JAG1	4.969
GCF_001687565.2_ASM168756v2	4.962
GCF_000010585.1_ASM1058v1	4.958
GCF_000180175.2_ASM18017v2	4.957
GCF_001639105.1_ASM163910v1	4.953
GCF_000009225.2_ASM922v1	4.94
GCF_000027225.1_ASM2722v1	4.94
GCF_000336465.1_ASM33646v1	4.94
GCF_001294575.1_ASM129457v1	4.94
GCF_001534745.1_ASM153474v1	4.94
GCF_000230695.2_ASM23069v3	4.928
GCF_000018545.1_ASM1854v1	4.926
GCF_001611855.1_ASM161185v1	4.926
GCF_001620005.1_ASM162000v1	4.921
GCF_000023585.1_ASM2358v1	4.909
GCF_000092185.1_ASM9218v1	4.906
GCF_000012325.1_ASM1232v1	4.89
GCF_000025625.1_ASM2562v1	4.882
GCF_000212415.1_ASM21241v1	4.877
GCF_001482365.1_ASM148236v1	4.867
GCF_000007765.1_ASM776v1	4.86
GCF_000019065.1_ASM1906v1	4.86
GCF_000284035.1_ASM28403v1	4.858
GCF_000973725.1_ASM97372v1	4.852
GCF_000092885.1_ASM9288v1	4.847
GCF_000577275.1_LPU83	4.847
GCF_001412655.1_ASM141265v1	4.844
GCF_000967895.1_ASM96789v1	4.842
GCF_000341345.1_ASM34134v1	4.841
GCF_000190535.1_ASM19053v1	4.84
GCF_000576555.1_ASM57655v1	4.834
GCF_001017655.1_ASM101765v1	4.83
GCF_000009925.1_ASM992v1	4.826
GCF_000217815.1_ASM21781v1	4.826
GCF_000812185.1_ASM81218v1	4.82
GCF_000299335.2_ASM29933v2	4.818
GCF_000269985.1_ASM26998v1	4.813
GCF_000166295.1_ASM16629v1	4.811
GCF_000020145.1_ASM2014v1	4.81
GCF_000739455.1_ASM73945v1	4.806
GCF_000522545.2_ASM52254v2	4.799
GCF_000697965.2_ASM69796v2	4.799
GCF_001442535.1_ASM144253v1	4.799
GCF_000010125.1_ASM1012v1	4.797
GCF_001586215.1_ASM158621v1	4.797
GCF_001021045.1_ASM102104v1	4.793
GCF_001606005.1_ASM160600v1	4.79
GCF_000801315.1_ASM80131v1	4.789
GCF_000953355.1_XNC2	4.779
GCF_000209655.1_ASM20965v1	4.778
GCF_000600005.1_ASM60000v1	4.777
GCF_000008525.1_ASM852v1	4.776
GCF_000013245.1_ASM1324v1	4.776
GCF_000185245.1_ASM18524v1	4.776
GCF_000550785.1_ASM55078v1	4.776
GCF_001304715.1_ASM130471v1	4.774
GCF_001642655.1_ASM164265v1	4.774
GCF_001688625.1_ASM168862v1	4.774
GCF_000012725.1_ASM1272v1	4.767
GCF_000143885.2_ASM14388v2	4.765
GCF_001190945.1_ASM119094v1	4.765
GCF_000803645.1_ASM80364v1	4.764
GCF_000954115.1_ASM95411v1	4.76
GCF_000027265.1_ASM2726v1	4.755
GCF_000512205.2_ASM51220v2	4.75
GCF_001648175.1_ASM164817v1	4.75
GCF_000020225.1_ASM2022v1	4.744
GCF_000597885.1_ASM59788v1	4.723
GCF_000196355.1_ASM19635v1	4.72
GCF_000019225.1_ASM1922v1	4.719
GCF_000014125.1_ASM1412v1	4.717
GCF_001534645.1_ASM153464v1	4.697
GCF_000011465.1_ASM1146v1	4.693
GCF_000015645.1_ASM1564v1	4.693
GCF_000018065.1_ASM1806v1	4.693
GCF_000591055.1_ASM59105v1	4.683
GCF_001640865.1_ASM164086v1	4.682
GCF_000009805.1_ASM980v1	4.68
GCF_001688965.1_ASM168896v1	4.678
GCF_000190435.1_ASM19043v1	4.676
GCF_000299995.1_ASM29999v1	4.671
GCF_000981505.1_Candidatus_Methylopumilus_planktonicus_MMS-2-53	4.671
GCF_000013325.1_ASM1332v1	4.669
GCF_000166415.1_ASM16641v1	4.669
GCF_000253255.1_ASM25325v1	4.669
GCF_000468615.2_ASM46861v2	4.638
GCF_000092865.1_ASM9286v1	4.632
GCF_000197735.1_ASM19773v1	4.632
GCF_001188855.1_ASM118885v1	4.632
GCF_000070465.1_ASM7046v1	4.621
GCF_000341465.2_ASM34146v2	4.621
GCF_001278715.1_ASM127871v1	4.62
GCF_001484935.1_ASM148493v1	4.62
GCF_000091725.1_ASM9172v1	4.617
GCF_000325705.1_ASM32570v1	4.616
GCF_000172155.1_ASM17215v1	4.614
GCF_000242935.2_ASM24293v3	4.602
GCF_000008785.1_ASM878v1	4.598
GCF_000972765.1_ASM97276v1	4.588
GCF_000092225.1_ASM9222v1	4.587
GCF_000328705.1_ASM32870v1	4.587
GCF_001610975.1_ASM161097v1	4.586
GCF_000300235.2_ASM30023v2	4.585
GCF_000517605.1_ASM51760v1	4.585
GCF_001641285.1_ASM164128v1	4.585
GCF_001664085.1_ASM166408v1	4.585
GCF_000017865.1_ASM1786v1	4.581
GCF_000165465.1_ASM16546v1	4.581
GCF_000213805.1_ASM21380v1	4.577
GCF_000968175.1_ASM96817v1	4.577
GCF_001597285.1_ASM159728v1	4.577
GCF_000743945.1_ASM74394v1	4.576
GCF_000013665.1_ASM1366v1	4.575
GCF_000191145.1_ASM19114v1	4.567
GCF_000014225.1_ASM1422v1	4.541
GCF_000017285.1_ASM1728v1	4.541
GCF_000217675.1_ASM21767v1	4.541
GCF_000347635.1_ASM34763v1	4.541
GCF_000009165.1_ASM916v1	4.537
GCF_000221045.1_ASM22104v1	4.537
GCF_001484705.1_ASM148470v1	4.537
GCF_001553935.1_ASM155393v1	4.53
GCF_000195275.1_ASM19527v1	4.524
GCF_000495935.2_ASM49593v2	4.522
GCF_000018445.1_ASM1844v1	4.519
GCF_000046845.1_ASM4684v1	4.519
GCF_000517405.1_ASM51740v1	4.519
GCF_000012825.1_ASM1282v1	4.504
GCF_000754265.1_ASM75426v1	4.503
GCF_000348785.1_ASM34878v1	4.502
GCF_000013765.1_ASM1376v1	4.493
GCF_000213655.1_ASM21365v1	4.493
GCF_000310105.2_ASM31010v2	4.493
GCF_001433715.1_ASM143371v1	4.493
GCF_000737515.1_ASM73751v1	4.489
GCF_001021975.1_ASM102197v1	4.488
GCF_000015565.1_ASM1556v1	4.482
GCF_000017305.1_ASM1730v1	4.482
GCF_000024125.1_ASM2412v1	4.479
GCF_000007925.1_ASM792v1	4.464
GCF_000219585.1_ASM21958v1	4.464
GCF_001280305.1_ASM128030v1	4.459
GCF_000265405.1_ASM26540v1	4.451
GCF_000023045.1_ASM2304v1	4.45
GCF_001483385.1_ASM148338v1	4.45
GCF_000299355.1_ASM29935v1	4.445
GCF_000146065.2_ASM14606v1	4.432
GCF_000691605.1_ASM69160v1	4.43
GCF_001050135.1_ASM105013v1	4.426
GCF_001190965.1_ASM119096v1	4.424
GCF_000166275.1_ASM16627v1	4.412
GCF_001456115.1_ASM145611v1	4.407
GCF_001314305.1_ASM131430v1	4.405
GCF_000013005.1_ASM1300v1	4.399
GCF_001465835.2_ASM146583v2	4.392
GCF_000283515.1_ASM28351v1	4.386
GCF_001077815.2_ASM107781v2	4.386
GCF_000009185.1_ASM918v1	4.376
GCF_000785555.1_ASM78555v1	4.371
GCF_000166395.1_ASM16639v1	4.366
GCF_000011725.1_ASM1172v1	4.362
GCF_001278075.1_ASM127807v1	4.359
GCF_000192865.1_ASM19286v1	4.356
GCF_001294605.1_ASM129460v1	4.355
GCF_001294645.1_ASM129464v1	4.355
GCF_000214215.1_ASM21421v1	4.351
GCF_000347675.2_ASM34767v2	4.35
GCF_000737325.1_ASM73732v2	4.345
GCF_000955665.1_ASM95566v1	4.344
GCF_001023575.1_ASM102357v1	4.341
GCF_001442785.1_ASM144278v1	4.341
GCF_000015665.1_ASM1566v1	4.34
GCF_000015965.1_ASM1596v1	4.34
GCF_000240075.2_ASM24007v2	4.332
GCF_000255135.1_ASM25513v1	4.332
GCF_000767275.2_ASM76727v3	4.322
GCF_000235405.2_ASM23540v3	4.305
GCF_000007625.1_ASM762v1	4.303
GCF_000478905.1_ASM47890v1	4.302
GCF_000022905.1_ASM2290v1	4.297
GCF_000833575.1_ASM83357v1	4.297
GCF_001442805.1_ASM144280v1	4.276
GCF_000186265.1_ASM18626v1	4.275
GCF_000807225.1_ASM80722v1	4.268
GCF_000144645.1_ASM14464v1	4.267
GCF_000367205.1_ASM36720v1	4.257
GCF_000013045.1_ASM1304v1	4.245
GCF_000287335.1_ASM28733v1	4.244
GCF_000512915.1_ASM51291v1	4.239
GCF_000016265.1_ASM1626v1	4.232
GCF_000020265.1_ASM2026v1	4.232
GCF_000021345.1_ASM2134v1	4.232
GCF_000230555.1_ASM23055v1	4.232
GCF_000520875.1_ASM52087v1	4.232
GCF_001402915.1_ASM140291v1	4.232
GCF_000190575.1_ASM19057v1	4.228
GCF_000011065.1_ASM1106v1	4.211
GCF_000196235.1_ASM19623v1	4.209
GCF_000761215.1_ASM76121v1	4.198
GCF_000007145.1_ASM714v1	4.184
GCF_000016285.1_ASM1628v1	4.184
GCF_000185965.1_ASM18596v1	4.184
GCF_000192635.1_ASM19263v1	4.184
GCF_000499645.1_IRBG74	4.184
GCF_000764535.1_ASM76453v1	4.184
GCF_000972745.1_ASM97274v1	4.184
GCF_000972865.1_ASM97286v1	4.184
GCF_000299115.1_ASM29911v1	4.182
GCF_000092025.1_ASM9202v1	4.179
GCF_000969645.2_ASM96964v2	4.179
GCF_001267925.1_ASM126792v1	4.179
GCF_000619905.2_ASM61990v2	4.172
GCF_000009005.1_ASM900v1	4.17
GCF_001281115.1_ASM128111v1	4.17
GCF_000006905.1_ASM690v1	4.163
GCF_000175215.2_ASM17521v2	4.163
GCF_000723505.1_Mucivorans_M3_Nelson-Bomar-Fixed	4.151
GCF_001678905.1_ASM167890v1	4.15
GCF_000253275.1_ASM25327v1	4.12
GCF_000010285.1_ASM1028v1	4.119
GCF_000800295.1_ASM80029v1	4.103
GCF_000023725.1_ASM2372v1	4.079
GCF_000265365.1_ASM26536v1	4.078
GCF_000019745.1_ASM1974v1	4.077
GCF_000145035.1_ASM14503v1	4.076
GCF_001189495.1_ASM118949v1	4.073
GCF_000092285.1_ASM9228v1	4.054
GCF_001688725.1_ASM168872v1	4.046
GCF_001433955.1_ASM143395v1	4.036
GCF_001455085.1_ASM145508v1	4.036
GCF_001008165.2_ASM100816v2	4.033
GCF_000010265.1_ASM1026v1	4.032
GCF_000213235.1_ASM21323v1	4.03
GCF_001187785.1_ASM118778v1	4.03
GCF_000348725.1_ASM34872v1	4.028
GCF_000525675.1_ASM52567v1	4.028
GCF_000400635.2_ASM40063v2	4.023
GCF_000828515.1_ASM82851v1	4.023
GCF_000183425.1_ASM18342v1	4.012
GCF_001687585.2_ASM168758v2	4.008
GCF_000198775.1_ASM19877v1	4.006
GCF_000317305.3_ASM31730v3	4.006
GCF_001021935.1_ASM102193v1	4.006
GCF_000010085.1_ASM1008v1	4.002
GCF_000311765.1_ASM31176v1	3.996
GCF_000024965.1_ASM2496v1	3.989
GCF_000981765.1_ASM98176v1	3.987
GCF_000023785.1_ASM2378v1	3.985
GCF_000152825.2_ASM15282v2	3.985
GCF_000193595.2_ASM19359v3	3.985
GCF_000317895.1_ASM31789v1	3.98
GCF_000158275.2_ASM15827v2	3.961
GCF_000162235.2_ASM16223v2	3.961
GCF_000064305.2_ASM6430v2	3.953
GCF_000236685.1_ASM23668v1	3.936
GCF_000178115.2_ASM17811v2	3.928
GCF_000265505.1_ASM26550v1	3.928
GCF_000317875.1_ASM31787v1	3.925
GCF_000182745.2_ASM18274v1	3.923
GCF_000455605.1_GPTSA100-9	3.918
GCF_000952975.1_D1G	3.907
GCF_000172635.2_ASM17263v2	3.905
GCF_000348745.1_ASM34874v1	3.899
GCF_000017545.1_ASM1754v1	3.894
GCF_001644665.1_ASM164466v1	3.894
GCF_000941055.1_ASM94105v1	3.881
GCF_000153485.2_ASM15348v2	3.872
GCF_000179635.2_ASM17963v2	3.869
GCF_001535545.1_ASM153554v1	3.864
GCF_000724625.1_ASM72462v1	3.863
GCF_001281505.1_ASM128150v1	3.851
GCF_001482385.1_ASM148238v1	3.84
GCF_000818095.1_ASM81809v1	3.837
GCF_001547995.1_ASM154799v1	3.831
GCF_001543265.1_ASM154326v1	3.818
GCF_000189535.1_ASM18953v1	3.817
GCF_000236925.1_ASM23692v1	3.817
GCF_000253035.1_ASM25303v1	3.816
GCF_001499655.1_PNK1	3.816
GCF_000023825.1_ASM2382v1	3.815
GCF_000300295.3_ASM30029v3	3.815
GCF_001278845.1_ASM127884v1	3.809
GCF_000829375.1_ASM82937v1	3.802
GCF_000020605.1_ASM2060v1	3.79
GCF_000025305.1_ASM2530v1	3.785
GCF_000186225.1_ASM18622v1	3.781
GCF_000007165.1_ASM716v1	3.748
GCF_000196295.1_ASM19629v1	3.748
GCF_000009305.1_ASM930v1	3.747
GCF_000190555.1_ASM19055v1	3.744
GCF_000818035.1_ASM81803v1	3.743
GCF_000006845.1_ASM684v1	3.741
GCF_000183155.1_ASM18315v1	3.738
GCF_000011305.1_ASM1130v1	3.725
GCF_000024105.1_ASM2410v1	3.723
GCF_000013185.1_ASM1318v1	3.72
GCF_000016905.1_ASM1690v1	3.717
GCF_000835165.1_ASM83516v1	3.704
GCF_001310225.1_ASM131022v1	3.695
GCF_000069945.1_ASM6994v1	3.668
GCF_001262055.1_ASM126205v1	3.658
GCF_000024665.1_ASM2466v1	3.657
GCF_001456155.1_ASM145615v1	3.656
GCF_000007785.1_ASM778v1	3.645
GCF_000010005.1_ASM1000v1	3.611
GCF_000233915.3_ASM23391v4	3.605
GCF_000788395.1_ASM78839v1	3.597
GCF_001414055.1_ASM141405v1	3.597
GCF_000756715.1_PRJEB5505_assembly_1	3.577
GCF_000007385.1_ASM738v1	3.57
GCF_000008805.1_ASM880v1	3.57
GCF_000815185.1_ASM81518v1	3.57
GCF_000980815.1_ASM98081v1	3.564
GCF_000010225.1_ASM1022v1	3.559
GCF_000204565.1_ASM20456v1	3.556
GCF_000214355.1_ASM21435v1	3.556
GCF_000723465.1_Rb803	3.556
GCF_000007245.1_ASM724v1	3.549
GCF_000184065.1_ASM18406v1	3.549
GCF_000087965.2_ASM8796v1	3.547
GCF_000185745.1_ASM18574v1	3.547
GCF_000226625.1_ASM22662v1	3.547
GCF_000785535.1_ASM78553v1	3.547
GCF_001294625.1_ASM129462v1	3.547
GCF_000331995.1_ASM33199v1	3.536
GCF_001310255.1_ASM131025v1	3.536
GCF_000284115.1_ASM28411v1	3.531
GCF_000010185.1_ASM1018v1	3.527
GCF_001444405.1_ASM144440v1	3.525
GCF_000008985.1_ASM898v1	3.512
GCF_000195555.1_ASM19555v1	3.512
GCF_000023905.1_ASM2390v1	3.503
GCF_001021025.1_ASM102102v1	3.491
GCF_000008465.1_ASM846v1	3.484
GCF_000152945.2_ASM15294v2	3.483
GCF_000184345.1_ASM18434v2	3.481
GCF_000224085.1_ASM22408v1	3.458
GCF_001304795.1_ASM130479v1	3.452
GCF_000178835.2_ASM17883v2	3.444
GCF_000507245.1_ASM50724v1	3.442
GCF_000189415.1_ASM18941v1	3.437
GCF_000262205.1_ASM26220v1	3.437
GCF_001275365.1_ASM127536v1	3.437
GCF_000147075.1_ASM14707v1	3.423
GCF_000092845.1_ASM9284v1	3.421
GCF_000223215.1_ASM22321v1	3.421
GCF_001430825.1_ASM143082v1	3.393
GCF_000009605.1_ASM960v1	3.392
GCF_000225445.1_ASM22544v1	3.392
GCF_000225465.1_ASM22546v1	3.392
GCF_000521525.1_ASM52152v1	3.392
GCF_000163895.2_ASM16389v2	3.384
GCF_001455205.1_ASM145520v1	3.375
GCF_000011745.1_ASM1174v1	3.374
GCF_000027145.1_ASM2714v1	3.374
GCF_000185985.2_ASM18598v2	3.374
GCF_000252975.1_ASM25297v1	3.374
GCF_000026085.1_ASM2608v1	3.371
GCF_000238215.1_ASM23821v1	3.367
GCF_000021285.1_ASM2128v1	3.364
GCF_000828815.1_ASM82881v1	3.353
GCF_000007365.1_ASM736v1	3.349
GCF_000007725.1_ASM772v1	3.344
GCF_000635915.2_ASM63591v2	3.342
GCF_001458475.1_KKKWG1	3.332
GCF_001262015.1_ASM126201v1	3.33
GCF_000815225.1_ASM81522v1	3.329
GCF_000011025.1_ASM1102v1	3.326
GCF_000164695.2_ASM16469v2	3.326
GCF_000755185.1_ASM75518v1	3.326
GCF_001548235.1_ASM154823v1	3.326
GCF_001274895.1_ASM127489v1	3.321
GCF_000219725.1_ASM21972v1	3.319
GCF_000143725.1_ASM14372v1	3.318
GCF_001020985.1_ASM102098v1	3.313
GCF_000043285.1_ASM4328v1	3.311
GCF_000023925.1_ASM2392v1	3.306
GCF_000144405.1_ASM14440v1	3.288
GCF_000060285.1_ASM6028v1	3.277
GCF_000190595.1_ASM19059v1	3.273
GCF_000755705.1_ASM75570v1	3.272
GCF_000014925.1_ASM1492v1	3.264
GCF_000193395.1_ASM19339v1	3.258
GCF_000612055.1_ASM61205v1	3.248
GCF_000194605.1_ASM19460v1	3.239
GCF_001562215.1_ASM156221v1	3.225
GCF_000144605.1_ASM14460v1	3.216
GCF_000284415.1_ASM28441v2	3.216
GCF_001275345.1_ASM127534v1	3.215
GCF_000008285.1_ASM828v1	3.208
GCF_000006725.1_ASM672v1	3.204
GCF_000225345.1_ASM22534v1	3.196
GCF_000236705.1_ASM23670v1	3.193
GCF_000265465.1_ASM26546v1	3.193
GCF_000195315.1_ASM19531v1	3.192
GCF_000195085.1_ASM19508v1	3.171
GCF_000163055.2_ASM16305v2	3.169
GCF_000007585.1_ASM758v1	3.166
GCF_001444425.1_ASM144442v1	3.165
GCF_000220625.1_ASM22062v1	3.161
GCF_000219175.1_ASM21917v1	3.157
GCF_000017565.1_ASM1756v1	3.156
GCF_000953655.1_LHA	3.149
GCF_900086555.1_34903_D01	3.149
GCF_001028625.1_ASM102862v1	3.135
GCF_000973505.1_ASM97350v1	3.132
GCF_000775995.1_ASM77599v1	3.13
GCF_001262075.1_ASM126207v1	3.129
GCF_000023285.1_ASM2328v1	3.126
GCF_001189515.2_ASM118951v2	3.103
GCF_000953535.1_E5B	3.102
GCF_000242595.2_ASM24259v3	3.084
GCF_000271325.1_ASM27132v1	3.081
GCF_000250635.1_ASM25063v1	3.051
GCF_000210915.2_ASM21091v2	3.027
GCF_000014765.1_ASM1476v1	3.022
GCF_000175095.2_ASM17509v2	3.022
GCF_001274535.1_ASM127453v1	3.018
GCF_000226315.1_ASM22631v1	3.016
GCF_000164885.1_ASM16488v1	2.993
GCF_000963865.1_ASM96386v1	2.99
GCF_000953135.1_LFA	2.989
GCF_000009145.1_ASM914v1	2.974
GCF_000022105.1_ASM2210v1	2.961
GCF_000253315.1_ASM25331v1	2.946
GCF_000230955.2_ASM23095v3	2.939
GCF_001277995.1_ASM127799v1	2.938
GCF_000746585.1_ASM74658v2	2.931
GCF_001050435.1_ASM105043v1	2.925
GCF_000242335.1_ASM24233v3	2.92
GCF_000292685.1_ASM29268v1	2.914
GCF_000319225.1_ASM31922v1	2.894
GCF_000010145.1_ASM1014v1	2.888
GCF_000215105.1_ASM21510v1	2.888
GCF_001050475.1_ASM105047v1	2.888
GCF_000007325.1_ASM732v1	2.872
GCF_000022025.1_ASM2202v1	2.863
GCF_000755585.2_ASM75558v2	2.863
GCF_001266755.1_ASM126675v1	2.863
GCF_001542565.1_ASM154256v1	2.863
GCF_000092825.1_ASM9282v1	2.851
GCF_000179395.2_ASM17939v2	2.851
GCF_000007105.1_ASM710v1	2.832
GCF_000332115.1_ASM33211v1	2.83
GCF_001077715.1_ASM107771v1	2.823
GCF_000319385.1_ASM31938v1	2.818
GCF_000510265.1_ASM51026v1	2.818
GCF_000025925.1_ASM2592v1	2.816
GCF_000755145.1_ASM75514v1	2.8
GCF_001430865.1_ASM143086v1	2.798
GCF_000212375.1_ASM21237v1	2.797
GCF_001444445.1_ASM144444v1	2.781
GCF_000230275.1_ASM23027v1	2.778
GCF_000418365.1_ASM41836v1	2.778
GCF_000742835.1_ASM74283v1	2.766
GCF_000325745.1_ASM32574v1	2.752
GCF_000261025.1_ASM26102v1	2.75
GCF_000008185.1_ASM818v1	2.746
GCF_001314225.1_ASM131422v1	2.733
GCF_001484605.1_ASM148460v1	2.733
GCF_000577895.1_M2_40	2.73
GCF_000019905.1_ASM1990v1	2.729
GCF_000299435.1_ASM29943v1	2.729
GCF_000496635.1_ASM49663v1	2.729
GCF_000973545.1_ASM97354v1	2.729
GCF_000090965.1_ASM9096v1	2.727
GCF_000007025.1_ASM702v1	2.724
GCF_000012145.1_ASM1214v1	2.724
GCF_000012385.1_ASM1238v1	2.724
GCF_000255355.1_ASM25535v1	2.724
GCF_000146185.1_ASM14618v1	2.719
GCF_000403645.1_ASM40364v1	2.713
GCF_000022725.1_ASM2272v1	2.699
GCF_000196435.1_ASM19643v1	2.699
GCF_000980835.1_ASM98083v1	2.698
GCF_000025225.2_ASM2522v1	2.695
GCF_000011945.1_ASM1194v1	2.691
GCF_000012565.1_ASM1256v1	2.686
GCF_000013145.1_ASM1314v1	2.686
GCF_000024505.1_ASM2450v1	2.686
GCF_000026005.1_ASM2600v1	2.686
GCF_000508225.1_ASM50822v1	2.686
GCF_000632845.1_ASM63284v1	2.686
GCF_000202635.1_ASM20263v1	2.685
GCF_001302565.1_ASM130256v1	2.685
GCF_000023765.2_ASM2376v2	2.667
GCF_000183665.1_ASM18366v1	2.667
GCF_001021085.1_ASM102108v1	2.667
GCF_000632985.1_ASM63298v1	2.653
GCF_000284155.1_ASM28415v1	2.652
GCF_000046705.1_ASM4670v1	2.649
GCF_000341355.1_ASM34135v1	2.649
GCF_000341385.1_ASM34138v1	2.649
GCF_000157355.2_ASM15735v2	2.647
GCF_000024925.1_ASM2492v1	2.64
GCF_000730245.1_ASM73024v1	2.62
GCF_000233435.1_ASM23343v1	2.599
GCF_000093165.1_ASM9316v1	2.597
GCF_000022525.1_ASM2252v1	2.589
GCF_000219355.1_ASM21935v1	2.559
GCF_000265385.1_ASM26538v1	2.54
GCF_000023465.1_ASM2346v1	2.536
GCF_000013125.1_ASM1312v1	2.525
GCF_001280205.1_ASM128020v1	2.524
GCF_000283615.1_ASM28361v1	2.513
GCF_000496595.1_ASM49659v1	2.511
GCF_000008025.1_ASM802v1	2.507
GCF_000046685.1_ASM4668v1	2.495
GCF_000008045.1_ASM804v1	2.491
GCF_000018205.1_ASM1820v1	2.491
GCF_000022785.1_ASM2278v1	2.491
GCF_000953435.1_CEM1.1	2.488
GCF_000981525.1_L_piscium	2.487
GCF_000340795.1_ASM34079v1	2.48
GCF_000015445.1_ASM1544v1	2.47
GCF_001281405.1_ASM128140v1	2.47
GCF_000236405.1_ASM23640v1	2.452
GCF_000269925.1_ASM26992v1	2.452
GCF_000815025.1_ASM81502v1	2.441
GCF_000340905.1_ASM34090v1	2.439
GCF_000319245.1_ASM31924v1	2.434
GCF_000513475.1_Bbla	2.433
GCF_000262715.1_ASM26271v1	2.431
GCF_000950575.1_ASM95057v1	2.427
GCF_001281315.1_ASM128131v1	2.427
GCF_000253015.1_ASM25301v1	2.423
GCF_000196315.1_ASM19631v1	2.422
GCF_000626675.1_ASM62667v1	2.413
GCF_000152925.2_ASM15292v3	2.412
GCF_000212355.1_ASM21235v1	2.412
GCF_000022605.2_ASM2260v1	2.408
GCF_000010205.1_ASM1020v1	2.406
GCF_000063545.1_ASM6354v1	2.406
GCF_000447675.1_ASM44767v1	2.405
GCF_000348805.1_ASM34880v1	2.39
GCF_000011685.1_ASM1168v1	2.389
GCF_000143845.1_ASM14384v1	2.388
GCF_000499665.2_RMONA_1	2.387
GCF_000725365.1_ASM72536v1	2.381
GCF_000828715.1_ASM82871v1	2.381
GCF_000340865.1_ASM34086v1	2.367
GCF_000211855.2_ASM21185v3	2.347
GCF_000008385.1_ASM838v1	2.341
GCF_000376585.1_ASM37658v1	2.341
GCF_000441555.1_ASM44155v1	2.335
GCF_000174395.2_ASM17439v2	2.331
GCF_000307165.1_ASM30716v1	2.331
GCF_001267395.1_ASM126739v1	2.331
GCF_000164965.1_ASM16496v1	2.328
GCF_000013165.1_ASM1316v1	2.323
GCF_000967915.1_ASM96791v1	2.32
GCF_000060345.1_ASM6034v1	2.304
GCF_000009425.1_ASM942v1	2.263
GCF_000006865.1_ASM686v1	2.258
GCF_000504125.1_ASM50412v1	2.258
GCF_000218875.1_ASM21887v1	2.255
GCF_000208385.1_ASM20838v1	2.254
GCF_000525655.1_ASM52565v1	2.254
GCF_000021425.1_ASM2142v1	2.237
GCF_001652465.1_ASM165246v1	2.221
GCF_000306885.1_ASM30688v1	2.209
GCF_000014345.1_ASM1434v1	2.146
GCF_000007525.1_ASM752v1	2.14
GCF_000020425.1_ASM2042v1	2.14
GCF_000213865.1_ASM21386v1	2.14
GCF_001042635.1_ASM104263v1	2.135
GCF_000304215.1_ASM30421v1	2.119
GCF_001025195.1_ASM102519v1	2.119
GCF_001025215.1_ASM102521v1	2.119
GCF_000024445.1_ASM2444v1	2.114
GCF_000347695.1_ASM34769v1	2.114
GCF_000800475.2_ASM80047v2	2.114
GCF_000966445.2_ASM96644v2	2.114
GCF_000344785.1_ASM34478v1	2.087
GCF_000271405.2_ASM27140v2	2.084
GCF_000706765.1_ASM70676v1	2.069
GCF_001553915.1_ASM155391v1	2.057
GCF_000270205.1_ASM27020v1	2.044
