	sulfur	carbon	oxygen	iron	nitrogen
Buchnera aphidicola str. USDA (Myzus persicae)	2.177	2.729	2.584	1.119	7.216
Granulicella tundricola MP5ACTX9	2.17	2.104	3.791	4.181	16.001
Bradyrhizobium sp. CCGE-LA001	2.17	7.095	7.356	6.956	19.198
Clostridium butyricum	2.169	8.453	3.609	0.742	8.141
Enterobacter cloacae complex sp. 35734	2.167	5.848	2.142	1.578	13.214
Pseudomonas knackmussii B13	2.165	3.95	3.611	7.955	15.822
Actinoplanes friuliensis DSM 7358	2.159	2.378	3.565	2.738	15.974
Picrophilus torridus DSM 9790	2.154	2.545	1.89	2.527	10.867
Azotobacter vinelandii DJ	2.145	7.282	5.343	6.227	16.644
Acetoanaerobium sticklandii	2.145	8.33	0.241	0.585	7.018
Helicobacter pylori J99	2.142	2.603	1.602	3.931	8.382
Saccharomonospora viridis DSM 43017	2.142	4.893	4.907	2.241	15.032
Sphaerochaeta globosa str. Buddy	2.133	5.502	1.395	0.693	4.518
Candidatus Blochmannia pennsylvanicus str. BPEN	2.125	2.874	3.117	1.271	7.916
Candidatus Blochmannia vafer str. BVAF	2.125	2.072	2.59	0.915	7.563
Frankia casuarinae	2.123	5.752	6.356	2.77	17.635
Propionibacterium acnes KPA171202	2.122	1.784	1.633	3.735	11.796
Pseudomonas sp. UW4	2.121	3.755	3.473	6.555	15.609
Enterobacter cloacae subsp. cloacae ENHKU01	2.12	5.686	2.779	2.409	14.291
Enterobacter asburiae L1	2.12	5.848	2.142	2.094	13.73
Prochlorococcus marinus str. AS9601	2.118	5.125	7.441	3.421	10.751
Prochlorococcus marinus str. MIT 9215	2.118	4.963	7.408	3.421	10.735
Nitrosococcus oceani ATCC 19707	2.116	11.186	3.276	8.781	15.515
Granulibacter bethesdensis CGDNIH1	2.116	16.409	3.374	2.753	15.284
Spiribacter sp. UAH-SP71	2.116	3.964	5.131	3.6	13.634
Rhodopseudomonas palustris BisA53	2.111	11.54	7.604	10.119	17.997
Mahella australiensis 50-1 BON	2.109	5.341	0.69	0.938	5.871
Baumannia cicadellinicola str. Hc (Homalodisca coagulata)	2.104	2.173	2.671	0.956	7.004
Phaeobacter inhibens 2.10	2.102	4.723	3.805	3.885	14.806
Clostridium sp. BNL1100	2.099	7.923	3.801	0.741	8.897
Clostridium botulinum E3 str. Alaska E43	2.094	7.843	1.771	0.599	6.656
Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	2.09	1.302	2.584	0.997	7.216
Clostridium botulinum A str. ATCC 19397	2.089	5.584	3.135	1.165	7.966
Emticicia oligotrophica DSM 17448	2.089	4.88	3.722	5.33	14.184
Mesotoga prima MesG1.Ag.4.2	2.088	3.015	0.167	0.464	5.897
Synechococcus sp. KORDI-49	2.086	4.494	8.576	3.497	13.804
Thioalkalimicrobium aerophilum AL3	2.082	4.2	4.031	3.292	15.052
Bacillus amyloliquefaciens TA208	2.08	1.191	3.424	3.519	12.364
Buchnera aphidicola str. Sg (Schizaphis graminum)	2.079	1.696	1.527	1.078	5.893
Alcanivorax borkumensis SK2	2.077	3.024	3.863	5.385	12.258
Elusimicrobium minutum Pei191	2.075	2.034	-0.562	0.773	6.283
Ruegeria mobilis F1926	2.075	5.106	3.885	3.65	14.432
Methylibium petroleiphilum PM1	2.073	15.924	4.436	4.579	16.241
Tolumonas auensis DSM 9187	2.072	7.287	5.877	2.399	12.881
Coraliomargarita akajimensis DSM 45221	2.072	5.284	6.659	5.443	14.213
Ruegeria sp. TM1040	2.071	5.106	3.885	4.18	14.568
Crinalium epipsammum PCC 9333	2.071	9.522	6.985	3.843	15.806
Cronobacter sakazakii ATCC BAA-894	2.07	6.101	2.937	3.402	13.364
Enterobacteriaceae bacterium strain FGI 57	2.065	5.54	4.289	3.796	15.462
Bibersteinia trehalosi USDA-ARS-USMARC-192	2.065	1.465	-0.396	5.013	6.867
Nakamurella multipartita DSM 44233	2.062	3.631	3.75	2.479	15.693
Candidatus Blochmannia floridanus	2.062	2.711	3.117	0.915	8.034
Verrucosispora maris AB-18-032	2.059	2.43	3.589	2.287	14.53
Pseudomonas putida S16	2.046	3.016	2.805	3.812	15.009
Pseudanabaena sp. PCC 7367	2.041	7.319	7.054	5.95	14.866
Rhodococcus aetherivorans	2.038	3.255	3.452	2.494	14.583
Cronobacter muytjensii ATCC 51329	2.022	6.021	3.31	3.402	13.708
Cronobacter condimenti 1330	2.022	6.139	3.951	3.402	13.963
Brevibacillus brevis NBRC 100599	2.02	2.858	3.818	3.802	14.668
Bacillus sp. SDLI1	2.017	1.191	3.424	3.304	12.652
Sediminispirochaeta smaragdinae DSM 11293	2.016	10.693	3.575	0.723	6.697
Modestobacter marinus	2.014	2.723	3.658	2.318	15.543
Actinoplanes sp. SE50/110	2.008	2.503	3.565	2.86	16.11
Actinoplanes missouriensis 431	2.008	2.281	3.51	2.592	16.13
Prochlorococcus marinus str. MIT 9515	2.006	6.769	6.758	2.941	9.746
Acetobacterium woodii DSM 1030	2.005	18.561	3.566	1.17	9.814
Prochlorococcus marinus subsp. marinus str. CCMP1375	2.001	4.774	7.441	3.421	10.473
Kluyvera intermedia	2.001	7.583	4.835	2.094	15.47
Pseudomonas sp. A3(2016)	2.001	3.711	3.814	7.497	16.227
Bradyrhizobium japonicum USDA 6	1.999	6.777	7.258	6.758	19.181
Staphylococcus equorum	1.993	0.889	2.621	1.95	9.469
Spiribacter salinus M19-40	1.991	7.151	3.437	3.927	11.511
Vibrio breoganii	1.986	3.066	3.135	8.389	10.932
Shewanella woodyi ATCC 51908	1.983	4.783	2.453	9.904	16.121
Celeribacter marinus	1.98	4.481	3.776	6.189	15.141
Chondromyces crocatus	1.978	1.918	2.516	4.907	14.479
Labrenzia sp. CP4	1.976	5.17	4.55	7.78	16.848
Phaeobacter gallaeciensis DSM 26640	1.975	5.172	3.757	3.58	15.183
[Clostridium] acidurici 9a	1.971	5.13	3.089	0.191	7.348
Rahnella sp. Y9602	1.969	5.382	3.429	3.302	14.045
Mycobacterium sp. MCS	1.959	3.509	4.564	2.418	15.513
Nitrosococcus watsonii C-113	1.955	11.246	3.199	7.127	15.32
Bradyrhizobium sp. ORS 278	1.953	6.296	7.29	6.791	18.785
Clostridium botulinum B str. Eklund 17B (NRP)	1.951	3.505	1.655	1.191	6.981
Shewanella pealeana ATCC 700345	1.947	4.646	2.886	9.832	12.516
Synechococcus sp. WH 8103	1.945	5.746	8.669	3.421	13.25
Clostridium saccharobutylicum DSM 13864	1.941	11.053	1.415	1.73	7.443
Pluralibacter gergoviae	1.939	4.606	1.697	5.814	14.092
Bacteroidales bacterium CF	1.935	3.264	-0.006	2.813	6.978
Halobacterium salinarum NRC-1	1.932	4.283	0.62	2.653	9.873
Pseudomonas stutzeri A1501	1.928	7.843	6.815	9.252	15.316
secondary endosymbiont of Ctenarytaina eucalypti	1.925	2.277	2.293	1.254	7.422
Bacillus clausii KSM-K16	1.924	1.52	3.58	4.15	11.777
Haloterrigena turkmenica DSM 5511	1.924	9.457	3.074	1.257	14.433
Azospirillum brasilense	1.923	15.843	6.212	8.57	18.159
Candidatus Babela massiliensis	1.921	0.563	0.535	0.114	0.695
Halomonas campaniensis	1.911	1.885	3.562	5.315	13.95
Bacillus cereus ATCC 10987	1.904	2.979	4.283	3.726	13.954
Prochlorococcus marinus subsp. pastoris str. CCMP1986	1.9	5.346	8.378	3.421	10.933
Actinoplanes sp. N902-109	1.899	2.708	3.664	2.718	15.686
Bacillus smithii	1.899	2.392	4.043	3.911	10.342
Pseudonocardia dioxanivorans CB1190	1.891	3.719	3.365	2.474	16.036
Paenibacillus sp. FSL H7-0737	1.891	2.522	3.998	3.539	9.986
Methyloceanibacter caenitepidi	1.891	14.435	4.014	6.398	15.618
Candidatus Tachikawaea gelatinosa	1.886	1.433	2.434	0.915	7.324
Ralstonia eutropha H16	1.879	4.554	4.402	7.985	17.063
Cupriavidus metallidurans CH34	1.879	4.764	4.168	7.998	16.752
Pseudomonas sp. GR 6-02	1.875	3.978	4.248	4.026	15.785
Coxiella endosymbiont of Amblyomma americanum	1.872	2.46	1.005	1.36	5.743
Alkaliphilus metalliredigens QYMF	1.871	13.917	3.869	2.295	10.154
Enterobacter cloacae ECNIH2	1.866	5.848	2.142	1.972	13.73
Pseudomonas putida KT2440	1.857	2.854	3.442	5.17	15.57
Staphylococcus warneri SG1	1.857	0.779	2.635	2.123	9.038
Thermobifida fusca YX	1.853	2.71	4.102	2.502	14.316
Candidatus Methylopumilus turicensis	1.85	16.352	4.056	3.812	12.997
Candidatus Evansia muelleri	1.849	1.727	0.967	1.037	6.421
Amycolatopsis mediterranei U32	1.847	4.675	3.645	2.991	15.974
Enterobacter cloacae subsp. cloacae ATCC 13047	1.846	5.848	2.142	2.094	13.73
Pectobacterium carotovorum subsp. carotovorum PC1	1.844	4.902	2.093	4.464	13.908
Pectobacterium parmentieri WPP163	1.844	4.902	2.093	4.464	13.908
Paenibacillus mucilaginosus KNP414	1.843	3.983	3.56	3.41	15.118
Mannheimia sp. USDA-ARS-USMARC-1261	1.841	2.395	0.859	4.732	7.201
Providencia stuartii MRSN 2154	1.835	4.781	2.098	5.824	13.111
Halomicrobium mukohataei DSM 12286	1.831	6.691	3.312	2.595	12.755
Candidatus Moranella endobia PCIT	1.82	3.249	1.905	0.148	5.788
Pseudomonas fluorescens PICF7	1.82	3.953	4.405	6.678	16.601
Azospirillum thiophilum	1.82	17.391	5.717	8.199	18.318
Pseudomonas chlororaphis	1.818	3.485	4.216	4.381	15.95
Lelliottia amnigena	1.818	6.297	2.094	2.152	13.971
Acaryochloris marina MBIC11017	1.812	9.245	7.184	6.828	16.925
Kiritimatiella glycovorans	1.811	1.886	0.817	0.639	5.312
Arcanobacterium haemolyticum DSM 20595	1.808	0.949	-0.418	5.274	8.395
Bradyrhizobium sp. BTAi1	1.804	6.167	7.29	7.981	18.886
Enterobacter cloacae EcWSU1	1.798	5.848	2.142	2.094	13.73
Zhongshania aliphaticivorans	1.797	2.228	4.381	6.567	13.038
Synechococcus sp. PCC 7502	1.796	7.998	7.778	3.547	14.404
Eubacterium limosum	1.791	18.876	3.762	0.476	7.918
Rhodococcus jostii RHA1	1.787	3.472	3.645	2.352	15.931
Chloracidobacterium thermophilum B	1.784	7.714	4.893	6.538	12.951
Truepera radiovictrix DSM 17093	1.782	3.055	4.132	4.086	14.673
Thermosediminibacter oceani DSM 16646	1.776	12.568	-0.613	0.651	4.784
Nitrospira defluvii	1.775	5.57	3.611	5.688	15.224
Haloferax mediterranei ATCC 33500	1.773	9.61	3.286	2.977	12.616
Bacillus simplex	1.772	4.143	4.167	3.28	13.92
Natronococcus occultus SP4	1.75	9.983	2.938	1.874	13.832
Mesorhizobium opportunistum WSM2075	1.749	7.822	6.478	5.132	17.551
Candidatus Solibacter usitatus Ellin6076	1.746	5.261	3.584	7.212	16.642
Azorhizobium caulinodans ORS 571	1.741	5.513	7.307	5.078	17.214
Corynebacterium diphtheriae 31A	1.735	1.55	3.092	2.308	8.179
Pragia fontium	1.735	5.474	3.003	6.604	15.415
Mannheimia haemolytica USDA-ARS-USMARC-183	1.732	1.764	-0.198	5.013	6.225
beta proteobacterium CB	1.723	6.001	3.211	4.66	13.691
Alteromonas mediterranea	1.716	3.267	2.856	6.78	10.97
Staphylococcus lugdunensis HKU09-01	1.712	0.942	2.418	1.828	8.581
Natrinema sp. J7-2	1.709	10.436	2.398	1.231	11.918
Acidimicrobium ferrooxidans DSM 10331	1.702	2.31	2.855	3.501	12.223
Leisingera methylohalidivorans DSM 14336	1.702	4.698	3.475	6.408	16.297
Nitrobacter hamburgensis X14	1.695	1.747	4.295	6.141	15.727
Candidatus Methylopumilus planktonicus	1.693	5.751	4.257	4.328	12.395
Clostridium novyi NT	1.687	2.404	0.478	0.649	4.449
Deinococcus gobiensis I-0	1.686	3.088	4.826	3.192	15.298
Halomonas sp. KO116	1.674	3.325	3.611	4.218	14.822
Serratia plymuthica 4Rx13	1.672	5.456	2.792	5.997	15.216
Pseudomonas brassicacearum	1.669	3.836	3.231	7.425	16.374
Pseudomonas putida GB-1	1.665	2.924	2.805	6.413	14.919
Haloferax volcanii DS2	1.664	6.377	2.951	2.951	13.247
Pseudomonas citronellolis	1.658	3.449	3.311	6.838	15.954
Hafnia alvei	1.657	5.438	4.073	5.902	15.391
Comamonadaceae bacterium A1	1.64	4.3	3.196	3.436	14.089
Mycobacterium haemophilum DSM 44634	1.634	3.802	4.452	3.212	15.733
Mycobacterium rhodesiae NBB3	1.631	3.869	3.522	2.418	16.435
Cutibacterium avidum 44067	1.624	1.028	3.068	3.908	12.016
Deinococcus swuensis	1.621	2.718	4.134	3.844	13.751
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	1.615	3.269	2.986	1.271	7.485
Megasphaera elsdenii 14-14	1.611	7.889	3.893	0.938	7.374
Prochlorococcus marinus str. MIT 9301	1.609	5.529	7.441	3.421	10.817
Coriobacterium glomerans PW2	1.605	0.357	0.654	1.012	2.477
Bacillus pumilus SAFR-032	1.597	0.472	3.713	3.552	11.588
Hyphomicrobium denitrificans ATCC 51888	1.594	15.975	4.233	4.126	15.968
Burkholderia sp. OLGA172	1.588	4.739	3.744	6.328	15.615
Buchnera aphidicola BCc	1.584	0.592	1.527	1.078	5.765
Blastococcus saxobsidens DD2	1.58	4.237	3.694	2.613	15.13
Snodgrassella alvi wkB2	1.574	4.935	3.558	1.219	11.353
Clostridium baratii str. Sullivan	1.57	1.559	0.219	1.119	5.985
Shewanella violacea DSS12	1.567	4.021	2.88	8.962	13.45
Streptomyces sp. SAT1	1.565	3.583	4.465	2.276	15.801
Odoribacter splanchnicus DSM 20712	1.561	3.478	-0.452	1.117	7.235
Staphylococcus xylosus	1.559	0.829	2.48	1.95	9.065
Cupriavidus necator N-1	1.557	3.571	4.448	7.252	17.125
Pandoraea pnomenusa 3kgm	1.557	3.743	3.434	6.075	16.446
Yersinia aldovae 670-83	1.551	5.543	2.923	6.502	14.478
Anoxybacillus flavithermus WK1	1.548	3.245	3.934	4.178	10.411
Cedecea neteri	1.544	4.367	1.446	6.56	14.35
Clostridium tyrobutyricum	1.541	4.923	4.077	1.067	6.888
Chania multitudinisentens RB-25	1.536	5.479	2.877	6.754	15.298
Fervidobacterium pennivorans	1.536	5.054	0.083	0.837	6.429
Pseudothermotoga lettingae TMO	1.535	1.872	-0.23	0.536	5.432
Aneurinibacillus sp. XH2	1.533	3.673	4.08	3.508	13.611
Halanaerobium hydrogeniformans	1.532	18.887	1.305	1.04	6.88
Obesumbacterium proteus	1.531	4.488	2.529	5.78	13.698
Mycobacterium sp. MOTT36Y	1.528	2.932	4.484	2.165	15.736
Deinococcus peraridilitoris DSM 19664	1.526	2.474	3.727	3.11	14.651
Achromobacter xylosoxidans A8	1.523	3.834	3.499	6.164	16.944
Spongiibacter sp. IMCC21906	1.518	2.52	3.915	6.688	12.061
Acidobacterium capsulatum ATCC 51196	1.507	7.38	4.522	6.216	14.501
Ralstonia pickettii DTP0602	1.506	3.696	4.448	7.524	17.125
Ralstonia eutropha JMP134	1.505	3.586	3.308	8.12	16.57
Parabacteroides distasonis ATCC 8503	1.504	2.904	1.27	4.936	7.854
Staphylococcus capitis subsp. capitis	1.504	1.082	2.432	1.512	8.633
Halobacillus halophilus DSM 2266	1.496	1.59	4.245	3.525	10.382
Pseudomonas putida H8234	1.494	2.775	2.805	6.413	14.919
Staphylococcus epidermidis ATCC 12228	1.491	0.488	2.573	2.165	8.811
Enterobacter asburiae LF7a	1.491	5.848	2.142	1.972	13.313
Eubacterium limosum KIST612	1.489	16.221	3.841	0.476	7.392
Deinococcus puniceus	1.486	2.705	3.78	3.029	13.969
Streptomyces cattleya NRRL 8057 = DSM 46488	1.482	3.583	4.465	2.474	15.937
Clostridioides difficile 630	1.48	7.784	0.402	1.46	6.554
Dyella japonica A8	1.478	3.67	2.773	7.888	15.384
Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	1.476	5.604	2.715	3.796	14.719
Pseudomonas mosselii SJ10	1.472	3.114	3.742	5.044	15.191
Gemmatimonas aurantiaca T-27	1.47	3.411	2.134	5.524	13.517
Methylotenera versatilis 301	1.466	15.629	3.292	7.108	15.885
Bacillus methanolicus MGA3	1.466	3.869	3.812	4.32	13.64
Bacillus halodurans C-125	1.463	2.843	3.931	3.725	12.08
Tatlockia micdadei	1.462	3.174	2.288	5.859	10.954
Burkholderia sp. YI23	1.461	15.241	4.379	5.787	17.185
Streptomyces scabiei 87.22	1.436	3.421	3.307	2.718	15.92
Psychrobacter urativorans	1.436	2.812	2.702	3.588	11.735
Coxiella burnetii RSA 493	1.435	1.39	0.399	0.926	6.847
Enterobacter aerogenes KCTC 2190	1.428	5.612	3.855	6.265	15.625
Aromatoleum aromaticum EbN1	1.427	3.394	3.489	9.052	14.78
Basilea psittacipulmonis DSM 24701	1.426	3.508	2.315	3.165	10.303
Candidatus Sodalis pierantonius str. SOPE	1.424	2.85	1.639	1.875	8.696
Bacillus pumilus	1.42	0.472	3.713	3.552	11.588
Bacillus sp. WP8	1.42	0.836	4.043	3.552	10.73
Pseudomonas sp. TKP	1.417	3.79	3.514	5.507	16.481
Helicobacter pylori Aklavik86	1.416	1.876	1.665	4.08	7.826
Mucinivorans hirudinis	1.408	2.044	-0.196	3.163	5.392
Parvimonas micra	1.403	0.154	-0.437	0.465	4.056
Runella slithyformis DSM 19594	1.402	4.223	3.427	5.258	15.305
Candidatus Cloacimonas acidaminovorans str. Evry	1.396	0.544	-1.026	0.865	4.359
Lawsonella clevelandensis	1.393	1.612	0.997	1.606	7.793
Pseudomonas stutzeri DSM 10701	1.389	3.608	4.248	8.331	16.091
Leptospira santarosai serovar Shermani str. LT 821	1.387	2.688	3.608	4.206	13.665
Maribacter sp. HTCC2170	1.381	3.319	3.168	5.761	13.457
Oligotropha carboxidovorans OM5	1.376	3.811	2.862	4.898	15.598
Ruminococcus albus 7 = DSM 20455	1.372	8.049	2.558	0.771	4.972
Halalkalicoccus jeotgali B3	1.371	9.306	3.074	2.595	13.679
Kangiella koreensis DSM 16069	1.37	2.763	2.371	4.112	11.664
Halorubrum lacusprofundi ATCC 49239	1.36	6.486	3.286	2.595	12.567
Klebsiella michiganensis	1.356	6.476	4.912	2.632	16.213
Leptospira borgpetersenii serovar Hardjo-bovis str. L550	1.355	2.781	3.512	4.206	14.18
Rhodopseudomonas palustris BisB18	1.336	11.194	6.644	9.274	17.334
Niastella koreensis GR20-10	1.331	4.078	4.283	4.153	16.428
Comamonas testosteroni TK102	1.328	3.774	3.427	5.671	16.009
Kibdelosporangium phytohabitans	1.325	2.909	3.322	2.738	16.581
Halocynthiibacter arcticus	1.324	4.821	2.609	6.185	14.027
Rhodococcus opacus B4	1.322	6.79	3.528	2.276	15.879
Sphaerochaeta pleomorpha str. Grapes	1.321	6.903	2.533	1.879	6.711
Bacteroides ovatus	1.302	6.993	0.866	5.099	8.734
Vibrio mimicus	1.301	2.961	2.403	8.058	10.227
Azospirillum lipoferum 4B	1.3	17.403	5.594	6.956	16.81
Raoultella ornithinolytica B6	1.299	5.604	2.715	3.918	14.719
Lachnoclostridium sp. YL32	1.299	6.861	3.76	1.334	9.902
Lysinibacillus fusiformis	1.289	1.628	2.24	4.026	11.275
Synechococcus sp. PCC 6312	1.282	6.747	7.116	5.887	12.136
Lactobacillus reuteri JCM 1112	1.275	3.103	0.997	0.822	3.161
Paludibacter propionicigenes WB4	1.27	6.044	5.704	4.761	10.93
Gordonia polyisoprenivorans VH2	1.269	3.451	4.729	2.637	14.831
Methylobacterium aquaticum	1.266	17.104	6.973	6.494	17.309
Polynucleobacter asymbioticus QLW-P1DMWA-1	1.265	5.826	4.328	6.893	15.096
Gluconacetobacter diazotrophicus PA1 5	1.262	5.191	6.696	6.637	16.846
Moraxella osloensis	1.262	3.444	2.436	3.301	12.526
Halanaerobium praevalens DSM 2228	1.258	1.46	-0.328	1.117	5.254
Haliscomenobacter hydrossis DSM 1100	1.252	3.787	3.586	3.859	15.294
Bacillus endophyticus	1.252	2.808	3.554	3.23	13.51
Vibrio fluvialis	1.251	3.368	2.893	8.574	12.095
Barnesiella viscericola DSM 18177	1.25	6.193	0.736	0.966	8.021
Neorickettsia risticii str. Illinois	1.245	1.275	1.293	3.927	7.301
Frankia inefficax	1.245	3.914	4.68	2.363	16.474
Pseudomonas fluorescens Pf0-1	1.242	3.887	4.582	5.292	16.598
Methylobacterium populi BJ001	1.242	17.463	7.071	5.915	17.326
Helicobacter acinonychis str. Sheeba	1.238	1.876	1.665	4.08	7.913
Bacillus megaterium DSM 319	1.233	3.094	3.733	3.917	13
Jannaschia sp. CCS1	1.231	10.046	5.936	4.514	16.132
Cyanothece sp. PCC 7822	1.229	11.906	7.176	4.205	17.367
Corynebacterium vitaeruminis DSM 20294	1.229	2.478	5.003	3.281	10.916
Rhodospirillum centenum SW	1.225	8.453	5.91	8.296	15.625
Corynebacterium testudinoris	1.225	1.877	3.832	2.99	9.479
Alistipes finegoldii DSM 17242	1.219	6.698	-0.263	0.458	6.119
Deinococcus geothermalis DSM 11300	1.213	2.714	3.278	3.986	14.78
Halostagnicola larsenii XH-48	1.213	9.687	3.463	1.587	13.756
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1.212	3.121	2.963	0.915	7.778
Bradyrhizobium oligotrophicum S58	1.211	6.289	7.29	7.739	19.327
Serratia marcescens WW4	1.2	4.567	3.652	6.135	15.22
Brevibacillus laterosporus LMG 15441	1.193	3.595	4.041	3.596	15.266
Actinomyces sp. oral taxon 414	1.193	2.267	0.475	-0.352	6.807
Legionella pneumophila subsp. pneumophila str. Philadelphia 1	1.189	1.823	1.818	6.45	10.134
Legionella pneumophila subsp. pascullei	1.189	1.596	2.323	5.164	11.613
Herminiimonas arsenicoxydans	1.181	3.772	2.91	5.603	15.389
Beijerinckia indica subsp. indica ATCC 9039	1.18	4.95	6.404	6.892	17.592
Aeromonas media WS	1.18	4.518	2.911	8.272	14.905
Oscillibacter valericigenes Sjm18-20	1.17	7.313	0.98	0.476	6.429
Deinococcus deserti VCD115	1.169	2.085	3.529	3.029	14.944
Treponema azotonutricium ZAS-9	1.167	8.133	4.555	1.161	6.719
Comamonas testosteroni CNB-2	1.166	3.774	3.427	7.783	16.506
Hoyosella subflava DQS3-9A1	1.165	3.129	3.373	2.418	15.109
Planococcus donghaensis	1.152	1.996	3.609	3.583	10.859
Thermosipho melanesiensis BI429	1.149	2.096	-0.693	0.536	5.256
Fervidobacterium islandicum	1.138	2.73	-0.428	1.052	7.032
Legionella longbeachae NSW150	1.136	3.161	2.526	4.043	12.018
Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	1.13	-0.204	2.649	2.962	3.976
Gloeocapsa sp. PCC 7428	1.128	7.4	7.219	3.842	16.416
Streptomyces xiamenensis	1.118	3.239	3.454	2.241	15.051
Spirochaeta thermophila DSM 6578	1.115	5.155	2.736	1.677	7.134
Psychrobacter cryohalolentis K5	1.106	3.288	2.371	3.944	13.002
Legionella oakridgensis ATCC 33761 = DSM 21215	1.098	2.365	1.827	3.451	10.558
Pseudomonas koreensis	1.089	3.69	3.79	5.292	14.95
Mycobacterium vaccae 95051	1.085	3.509	4.564	2.418	15.442
Clostridium acetobutylicum ATCC 824	1.084	5.464	4.526	1.63	7.996
Pseudomonas aeruginosa PAO1	1.081	3.727	4.248	8.36	16.282
Pseudomonas aeruginosa PA7	1.081	3.727	4.248	8.482	16.383
Pseudomonas denitrificans ATCC 13867	1.081	3.703	2.674	7.54	15.143
Moraxella catarrhalis BBH18	1.072	2.827	1.59	3.547	10.874
Francisella persica ATCC VR-331	1.072	3.333	0.858	0.534	6.313
Azospirillum sp. B510	1.064	5.824	6.231	6.956	17.795
Aliivibrio wodanis	1.063	3.333	2.572	8.353	10.404
Fervidobacterium pennivorans DSM 9078	1.062	3.171	-0.347	0.837	6.618
Vibrio scophthalmi	1.059	3.066	3.135	8.747	10.932
Pandoraea apista	1.058	3.832	3.362	5.65	16.008
Pandoraea norimbergensis	1.058	3.742	3.565	4.75	16.514
Dyella jiangningensis	1.056	3.785	2.756	9.045	16.292
Frankia symbiont of Datisca glomerata	1.048	4.183	5.45	2.575	15.857
Ralstonia solanacearum GMI1000	1.045	4.036	3.376	4.334	15.7
Streptomyces collinus Tu 365	1.042	3.469	3.645	2.849	15.931
Dermabacter vaginalis	1.034	-0.04	3.31	3.239	9.774
Halomonas elongata DSM 2581	1.033	2.708	3.359	5.41	14.065
Ralstonia solanacearum Po82	1.031	3.619	3.231	4.334	15.997
Oblitimonas alkaliphila	1.029	1.703	2.369	5.803	9.682
Staphylococcus agnetis	1.029	1.948	3.155	2.464	10.499
Rhodococcus erythropolis PR4	1.027	2.92	3.772	2.418	15.461
Paraburkholderia phymatum STM815	1.027	17.911	5.929	4.703	18.062
Flavonifractor plautii	1.021	9.221	4.158	1.705	7.772
Vibrio vulnificus YJ016	1.012	2.78	3.034	9.731	12.17
Cytophaga hutchinsonii ATCC 33406	1.007	3.615	3.076	6.13	14.349
Hyphomonas neptunium ATCC 15444	1.005	2.43	3.692	4.103	13.727
Protochlamydia naegleriophila	0.987	0.437	1.56	2.713	10.475
Pseudopropionibacterium propionicum F0230a	0.984	3.568	0.219	5.254	9.957
Fusobacterium nucleatum subsp. vincentii 3_1_36A2	0.982	1.775	0.723	0.893	4.349
Bradyrhizobium sp.	0.979	4.348	4.866	8.199	17.134
Vibrio parahaemolyticus RIMD 2210633	0.976	2.978	3.053	9.904	11.832
endosymbiont of Llaveia axin axin	0.965	0.376	1.235	3.658	1.681
Actinomyces oris	0.964	3.141	2.313	1.502	10.028
Mycobacterium sp. EPa45	0.963	3.721	3.946	2.352	15.906
Burkholderia sp. RPE64	0.962	14.501	4.601	5.787	17.109
Pseudomonas putida W619	0.962	3.114	3.742	7.498	15.216
Candidatus Profftella armatura	0.96	2.508	2.002	0.825	6.29
Verrucomicrobia bacterium IMCC26134	0.959	2.433	3.474	6.11	11.819
Polynucleobacter duraquae	0.959	11.244	5.8	3.736	14.211
Vibrio tasmaniensis LGP32	0.957	2.706	3.673	8.389	11.914
Bifidobacterium asteroides PRL2011	0.957	0.481	1.417	0.007	3.604
Buchnera aphidicola (Cinara tujafilina)	0.956	-0.334	1.496	1.078	4.021
Deinococcus actinosclerus	0.956	2.719	3.828	4.067	13.283
Psychrobacter alimentarius	0.952	3.198	2.574	3.936	13.483
Eubacterium sulci ATCC 35585	0.947	4.31	1.309	1.12	5.06
Anaerococcus prevotii DSM 20548	0.943	0.708	-1.062	2.157	3.097
Spirochaeta thermophila DSM 6192	0.943	6.915	5.018	1.677	8.175
Paenibacillus beijingensis	0.943	2.795	3.837	3.434	13.271
Butyrivibrio proteoclasticus B316	0.939	10.842	0.97	0.69	5.032
Actinobacteria bacterium IMCC26256	0.937	8.603	3.815	3.004	14.078
Wolbachia endosymbiont strain TRS of Brugia malayi	0.936	1.363	1.411	3.785	6.834
Flavobacterium johnsoniae UW101	0.936	3.354	3.555	4.674	15.833
Halogeometricum borinquense DSM 11551	0.936	9.609	2.871	2.977	13.43
Simiduia agarivorans SA1 = DSM 21679	0.936	2.015	2.755	9.29	11.742
Polaromonas sp. JS666	0.935	3.966	4.371	3.663	16.761
Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	0.934	2.419	3.589	4.206	13.839
Gordonia bronchialis DSM 43247	0.925	2.229	3.576	2.308	14.718
Anaplasma marginale str. St. Maries	0.923	2.319	1.842	3.704	7.228
Fusobacterium nucleatum subsp. polymorphum	0.921	2.802	0.879	0.284	4.419
Kutzneria albida DSM 43870	0.921	3.173	3.644	2.241	16.521
Pseudomonas trivialis	0.919	3.431	3.359	5.507	15.394
