	sulfur	carbon	oxygen	iron	nitrogen
GCF_000347695.1_ASM34769v1_protein.faa.named.faa	0.687	0.668	1.413	0.801	2.995
GCF_000833575.1_ASM83357v1_protein.faa.named.faa	-0.309	-0.184	2.644	3.082	8.294
GCF_000517305.1_ASM51730v1_protein.faa.named.faa	-1.100	3.435	2.932	6.004	14.837
GCF_000024225.1_ASM2422v1_protein.faa.named.faa	0.247	1.149	1.093	0.616	2.109
GCF_001189515.2_ASM118951v2_protein.faa.named.faa	-0.435	0.471	0.803	1.259	3.636
GCF_000020765.1_ASM2076v1_protein.faa.named.faa	-1.004	0.061	0.116	0.158	0.890
GCF_000023285.1_ASM2328v1_protein.faa.named.faa	-1.096	-0.796	1.005	5.451	5.282
GCF_000340905.1_ASM34090v1_protein.faa.named.faa	0.506	3.493	0.926	-0.057	5.392
GCF_000223395.1_ASM22339v1_protein.faa.named.faa	8.427	6.470	1.721	3.541	7.554
GCF_000020265.1_ASM2026v1_protein.faa.named.faa	-2.139	4.193	6.546	4.148	18.179
GCF_001412615.1_ASM141261v1_protein.faa.named.faa	7.609	5.982	0.604	3.434	7.994
GCF_000011945.1_ASM1194v1_protein.faa.named.faa	0.951	2.319	1.842	3.704	7.228
GCF_000732945.1_ASM73294v1_protein.faa.named.faa	0.767	0.216	2.383	3.344	8.266
GCF_000756775.1_PRJEB6478_assembly_1_protein.faa.named.faa	-0.268	3.898	3.742	8.007	15.209
GCF_000185745.1_ASM18574v1_protein.faa.named.faa	-0.160	1.920	1.100	4.451	9.602
GCF_000263195.1_ASM26319v1_protein.faa.named.faa	1.759	4.880	3.722	5.330	14.184
GCF_000212355.1_ASM21235v1_protein.faa.named.faa	-1.692	-0.784	3.301	3.386	7.722
GCF_000246835.1_ASM24683v1_protein.faa.named.faa	-1.287	0.446	0.915	0.688	3.021
GCF_001011115.1_ASM101111v1_protein.faa.named.faa	2.260	7.651	1.316	1.260	8.210
GCF_000187935.1_ASM18793v2_protein.faa.named.faa	-1.532	-0.508	0.056	1.092	2.074
GCF_000252975.1_ASM25297v1_protein.faa.named.faa	-0.127	0.974	2.838	1.434	6.494
GCF_000196355.1_ASM19635v1_protein.faa.named.faa	0.384	3.024	3.290	7.187	14.285
GCF_000972865.1_ASM97286v1_protein.faa.named.faa	-1.058	6.261	2.932	6.682	14.547
GCF_000227705.2_ASM22770v3_protein.faa.named.faa	0.627	4.990	3.435	3.689	12.659
GCF_000007305.1_ASM730v1_protein.faa.named.faa	7.441	10.350	1.281	0.297	7.367
GCF_000816185.1_ASM81618v1_protein.faa.named.faa	4.547	2.756	2.108	6.685	11.438
GCF_000178955.2_ASM17895v2_protein.faa.named.faa	1.891	5.857	4.926	5.507	16.136
GCF_000175215.2_ASM17521v2_protein.faa.named.faa	-1.489	2.501	3.930	5.844	14.772
GCF_000175095.2_ASM17509v2_protein.faa.named.faa	-1.001	2.390	3.639	7.453	14.505
GCF_000007125.1_ASM712v1_protein.faa.named.faa	-0.261	1.779	3.703	4.007	13.881
GCF_000253035.1_ASM25303v1_protein.faa.named.faa	0.185	-0.875	1.061	4.356	11.844
GCF_000961095.1_ASM96109v1_protein.faa.named.faa	0.655	2.795	3.837	3.434	13.271
GCF_000803645.1_ASM80364v1_protein.faa.named.faa	-0.868	2.959	3.828	7.070	14.544
GCF_000284415.1_ASM28441v2_protein.faa.named.faa	-1.983	10.387	5.799	5.320	13.603
GCF_000020425.1_ASM2042v1_protein.faa.named.faa	0.180	0.416	2.050	0.801	3.360
GCF_000023105.1_ASM2310v1_protein.faa.named.faa	-0.415	2.241	2.736	2.460	14.319
GCF_000815225.1_ASM81522v1_protein.faa.named.faa	-0.045	1.455	1.186	1.540	7.323
GCF_000834515.1_ASM83451v1_protein.faa.named.faa	2.527	5.454	2.995	6.502	15.621
GCF_000183745.1_ASM18374v1_protein.faa.named.faa	2.199	2.279	2.278	6.256	13.337
GCF_000312705.1_ASM31270v1_protein.faa.named.faa	3.863	11.543	7.165	3.843	16.505
GCF_000348725.1_ASM34872v1_protein.faa.named.faa	-0.097	0.753	1.583	4.105	8.822
GCF_001281315.1_ASM128131v1_protein.faa.named.faa	-2.562	0.203	4.125	2.616	12.715
GCF_001458695.1_NiCh1_protein.faa.named.faa	3.285	4.147	2.360	5.861	16.348
GCF_000025285.1_ASM2528v1_protein.faa.named.faa	11.434	24.841	1.493	0.765	6.624
GCF_000737595.1_ASM73759v1_protein.faa.named.faa	2.268	4.866	8.798	3.421	13.813
GCF_000092825.1_ASM9282v1_protein.faa.named.faa	-2.373	1.403	4.906	2.246	11.620
GCF_000012685.1_ASM1268v1_protein.faa.named.faa	0.215	2.771	3.319	5.346	15.919
GCF_000815065.1_ASM81506v1_protein.faa.named.faa	-0.823	-0.886	0.010	0.162	-0.171
GCF_000471025.2_ASM47102v2_protein.faa.named.faa	-0.384	-0.902	0.221	0.590	1.445
GCF_000508245.1_ASM50824v1_protein.faa.named.faa	-0.043	0.121	0.156	-0.082	0.120
GCF_001444425.1_ASM144442v1_protein.faa.named.faa	-1.766	1.466	4.083	4.332	10.790
GCF_000093085.1_ASM9308v1_protein.faa.named.faa	2.256	2.770	2.795	7.726	11.616
GCF_000190575.1_ASM19057v1_protein.faa.named.faa	0.480	1.954	0.903	0.851	7.173
GCF_000093025.1_ASM9302v1_protein.faa.named.faa	1.133	15.629	3.292	7.108	15.885
GCF_000262165.1_ASM26216v1_protein.faa.named.faa	1.329	2.932	4.484	2.165	15.736
GCF_000953715.1_DTL3_protein.faa.named.faa	4.249	-0.474	0.422	0.818	3.767
GCF_000018785.1_ASM1878v1_protein.faa.named.faa	-1.389	-1.654	-0.449	-0.131	1.766
GCF_000265385.1_ASM26538v1_protein.faa.named.faa	-2.257	-0.874	2.375	3.883	6.656
GCF_000013665.1_ASM1366v1_protein.faa.named.faa	0.011	2.664	4.215	6.895	12.006
GCF_000452705.1_ASM45270v3_protein.faa.named.faa	-0.879	3.573	3.251	2.337	14.556
GCF_000725345.1_ASM72534v1_protein.faa.named.faa	3.368	8.023	3.136	4.619	13.176
GCF_000024105.1_ASM2410v1_protein.faa.named.faa	1.236	0.708	-1.062	2.157	3.097
GCF_000328685.1_ASM32868v1_protein.faa.named.faa	1.717	9.983	2.938	1.874	13.832
GCF_000327505.1_ASM32750v1_protein.faa.named.faa	5.699	4.960	-0.184	0.431	6.089
GCF_000626635.1_ASM62663v1_protein.faa.named.faa	-0.057	2.767	3.482	6.015	10.252
GCF_000143725.1_ASM14372v1_protein.faa.named.faa	-0.240	1.758	0.160	1.633	4.662
GCF_000144645.1_ASM14464v1_protein.faa.named.faa	1.772	12.568	-0.613	0.651	4.784
GCF_000020505.1_ASM2050v1_protein.faa.named.faa	7.916	7.279	6.007	6.895	12.562
GCF_000829055.1_ASM82905v1_protein.faa.named.faa	-0.387	-0.456	0.580	0.499	2.140
GCF_000010005.1_ASM1000v1_protein.faa.named.faa	1.265	3.103	0.997	0.822	3.161
GCF_000317635.1_ASM31763v1_protein.faa.named.faa	4.164	9.117	8.161	4.236	16.248
GCF_001189495.1_ASM118949v1_protein.faa.named.faa	0.984	4.310	1.309	1.120	5.060
GCF_000208405.1_ASM20840v1_protein.faa.named.faa	4.407	9.803	1.730	4.153	9.223
GCF_000148625.1_ASM14862v1_protein.faa.named.faa	-0.175	-0.723	0.010	-0.177	-0.233
GCF_000011605.1_ASM1160v1_protein.faa.named.faa	2.839	7.714	4.660	4.464	15.531
GCF_000027265.1_ASM2726v1_protein.faa.named.faa	-0.844	3.695	3.682	4.783	13.136
GCF_000755985.1_ASM75598v1_protein.faa.named.faa	-0.418	3.705	4.516	4.703	16.632
GCF_000950575.1_ASM95057v1_protein.faa.named.faa	-2.668	0.096	4.144	2.287	11.068
GCF_000024825.1_ASM2482v1_protein.faa.named.faa	0.718	2.648	2.891	9.904	11.737
GCF_001456065.2_ASM145606v2_protein.faa.named.faa	1.868	8.453	3.609	0.742	8.141
GCF_000019225.1_ASM1922v1_protein.faa.named.faa	-0.673	2.388	4.151	7.891	11.911
GCF_001483865.1_ASM148386v1_protein.faa.named.faa	-0.257	5.866	6.166	4.212	16.146
GCF_001281465.1_ASM128146v1_protein.faa.named.faa	-0.116	3.474	3.362	4.333	15.964
GCF_000015165.1_ASM1516v1_protein.faa.named.faa	1.379	6.167	7.290	7.981	18.886
GCF_000024645.1_ASM2464v1_protein.faa.named.faa	1.758	4.902	2.093	4.464	13.908
GCF_000177255.2_ASM17725v2_protein.faa.named.faa	2.100	10.155	7.652	9.571	17.820
GCF_000016985.1_ASM1698v1_protein.faa.named.faa	1.697	13.917	3.869	2.295	10.154
GCF_000317025.1_ASM31702v1_protein.faa.named.faa	3.533	8.888	6.204	4.809	18.213
GCF_000185245.1_ASM18524v1_protein.faa.named.faa	1.991	2.603	1.602	3.931	8.382
GCF_001688665.1_ASM168866v1_protein.faa.named.faa	1.080	6.861	3.760	1.334	9.902
GCF_000018185.1_ASM1818v1_protein.faa.named.faa	-1.122	0.371	0.717	0.810	2.089
GCF_000015505.1_ASM1550v1_protein.faa.named.faa	2.423	6.431	5.798	3.663	17.408
GCF_001534745.1_ASM153474v1_protein.faa.named.faa	-1.039	2.771	2.884	5.170	14.714
GCF_000418325.1_ASM41832v1_protein.faa.named.faa	4.043	6.966	4.246	7.322	16.998
GCF_000014525.1_ASM1452v1_protein.faa.named.faa	-0.807	1.708	1.560	0.499	3.081
GCF_000009765.2_ASM976v2_protein.faa.named.faa	-0.754	3.312	3.724	2.596	15.968
GCF_001643955.1_ASM164395v1_protein.faa.named.faa	5.052	5.152	2.505	7.925	11.585
GCF_000017565.1_ASM1756v1_protein.faa.named.faa	-2.622	1.374	4.041	5.619	14.264
GCF_000026205.1_ASM2620v1_protein.faa.named.faa	-0.247	-0.625	0.166	-0.035	0.351
GCF_000196615.1_ASM19661v1_protein.faa.named.faa	-0.110	4.267	3.094	4.868	14.390
GCF_001460635.1_htyphlonius_mit97-6810_protein.faa.named.faa	2.970	2.473	0.566	7.693	9.619
GCF_000019905.1_ASM1990v1_protein.faa.named.faa	-2.063	-0.650	2.609	4.359	7.603
GCF_000176035.2_ASM17603v2_protein.faa.named.faa	1.490	7.822	6.478	5.132	17.551
GCF_000309885.1_ASM30988v1_protein.faa.named.faa	5.166	4.106	3.692	7.462	14.903
GCF_000340795.1_ASM34079v1_protein.faa.named.faa	-0.109	3.543	0.926	-0.057	5.865
GCF_000723465.1_Rb803_protein.faa.named.faa	2.248	6.488	4.935	0.693	6.076
GCF_000283655.1_ASM28365v1_protein.faa.named.faa	1.015	17.403	5.594	6.956	16.810
GCF_000006945.1_ASM694v1_protein.faa.named.faa	3.589	5.844	2.019	5.671	14.281
GCF_000317795.1_ASM31779v1_protein.faa.named.faa	5.459	2.110	-0.021	2.061	8.756
GCF_000219105.1_ASM21910v1_protein.faa.named.faa	0.368	2.833	3.543	5.346	15.445
GCF_000215645.1_ASM21564v1_protein.faa.named.faa	-2.320	-1.046	3.451	6.216	8.095
GCF_001078275.1_ASM107827v1_protein.faa.named.faa	-0.685	3.603	3.710	5.253	16.040
GCF_000697965.2_ASM69796v2_protein.faa.named.faa	-1.672	4.562	3.565	8.309	16.910
GCF_000283535.1_ASM28353v1_protein.faa.named.faa	0.504	5.241	3.231	3.417	15.977
GCF_000012545.1_ASM1254v1_protein.faa.named.faa	4.690	67.195	4.072	0.743	7.224
GCF_000737325.1_ASM73732v2_protein.faa.named.faa	-0.997	1.936	3.672	4.841	14.040
GCF_000013945.1_ASM1394v1_protein.faa.named.faa	1.282	2.781	3.512	4.206	14.180
GCF_000007925.1_ASM792v1_protein.faa.named.faa	1.902	4.774	7.441	3.421	10.473
GCF_000024985.1_ASM2498v1_protein.faa.named.faa	2.288	2.523	1.319	3.254	12.828
GCF_000565175.1_ASM56517v1_protein.faa.named.faa	-0.819	-0.350	0.383	0.218	0.323
GCF_000512185.1_ASM51218v1_protein.faa.named.faa	2.052	5.565	2.911	8.554	14.905
GCF_000007845.1_ASM784v1_protein.faa.named.faa	2.195	4.626	3.989	3.726	14.210
GCF_000953435.1_CEM1.1_protein.faa.named.faa	1.758	1.727	0.967	1.037	6.421
GCF_000014885.1_ASM1488v1_protein.faa.named.faa	2.553	4.452	2.754	9.529	13.202
GCF_000219585.1_ASM21958v1_protein.faa.named.faa	0.004	3.098	3.639	7.529	14.505
GCF_000732905.1_ASM73290v1_protein.faa.named.faa	-1.525	1.149	0.810	-0.350	1.387
GCF_000204295.1_ASM20429v1_protein.faa.named.faa	0.235	4.037	3.742	6.893	15.688
GCF_000025525.1_ASM2552v1_protein.faa.named.faa	6.719	76.721	5.084	0.289	7.894
GCF_001027025.1_ASM102702v1_protein.faa.named.faa	3.342	5.826	0.088	4.083	6.141
GCF_000969645.2_ASM96964v2_protein.faa.named.faa	-0.381	3.605	4.525	7.116	15.277
GCF_000007065.1_ASM706v1_protein.faa.named.faa	5.582	78.605	4.673	2.254	10.587
GCF_000463505.1_ASM46350v1_protein.faa.named.faa	-1.484	-0.716	0.557	-0.157	2.009
GCF_000599985.1_ASM59998v1_protein.faa.named.faa	3.693	3.684	2.253	2.113	8.177
GCF_000020465.1_ASM2046v1_protein.faa.named.faa	8.780	11.343	5.235	6.379	12.818
GCF_000014405.1_ASM1440v1_protein.faa.named.faa	-1.419	0.635	0.980	-0.438	1.478
GCF_000009165.1_ASM916v1_protein.faa.named.faa	-1.279	3.696	3.598	7.207	15.196
GCF_000966445.2_ASM96644v2_protein.faa.named.faa	0.598	0.578	1.413	0.363	2.946
GCF_000175115.2_ASM17511v2_protein.faa.named.faa	5.434	8.972	4.876	7.906	15.794
GCF_000176835.2_ASM17683v2_protein.faa.named.faa	1.348	5.456	2.792	5.997	15.216
GCF_000816785.1_ASM81678v1_protein.faa.named.faa	4.508	2.884	2.095	7.540	11.021
GCF_000062885.1_ASM6288v1_protein.faa.named.faa	3.662	4.998	3.448	2.648	16.503
GCF_000785555.1_ASM78555v1_protein.faa.named.faa	-0.968	1.606	2.552	3.583	10.074
GCF_000011965.2_ASM1196v2_protein.faa.named.faa	2.511	5.541	3.902	6.209	15.560
GCF_000064305.2_ASM6430v2_protein.faa.named.faa	-0.070	-0.418	1.681	5.310	9.325
GCF_000305775.1_ASM30577v1_protein.faa.named.faa	4.375	16.332	3.455	1.810	9.894
GCF_000014745.1_ASM1474v1_protein.faa.named.faa	0.131	1.782	3.359	4.158	14.471
GCF_000972745.1_ASM97274v1_protein.faa.named.faa	-1.809	3.756	3.521	5.669	15.196
GCF_000743945.1_ASM74394v1_protein.faa.named.faa	1.353	3.508	2.315	3.165	10.303
GCF_000191585.1_ASM19158v1_protein.faa.named.faa	5.381	75.355	4.400	1.259	9.256
GCF_000585495.1_ASM58549v1_protein.faa.named.faa	5.440	9.236	-0.423	0.223	6.430
GCF_000511385.1_ASM51138v1_protein.faa.named.faa	1.703	5.172	3.757	3.580	15.183
GCF_000317305.3_ASM31730v3_protein.faa.named.faa	-1.962	2.084	4.661	2.165	16.079
GCF_000025505.1_ASM2550v1_protein.faa.named.faa	8.085	31.410	2.727	5.880	11.130
GCF_000317065.1_ASM31706v1_protein.faa.named.faa	1.985	7.319	7.054	5.950	14.866
GCF_000025085.1_ASM2508v1_protein.faa.named.faa	1.725	0.942	2.418	1.828	8.581
GCF_000007985.2_ASM798v2_protein.faa.named.faa	5.349	10.391	5.546	9.136	16.557
GCF_001677275.1_ASM167727v1_protein.faa.named.faa	1.754	3.066	3.135	8.389	10.932
GCF_000024865.1_ASM2486v1_protein.faa.named.faa	3.655	3.379	4.222	2.540	16.735
GCF_000166335.1_ASM16633v1_protein.faa.named.faa	4.408	13.008	0.691	0.470	7.094
GCF_000013085.1_ASM1308v1_protein.faa.named.faa	0.706	11.607	4.963	6.234	15.544
GCF_000152825.2_ASM15282v2_protein.faa.named.faa	-0.288	2.571	3.076	3.799	13.476
GCF_000344805.1_ASM34480v1_protein.faa.named.faa	0.924	6.289	7.290	7.739	19.327
GCF_000010785.1_ASM1078v1_protein.faa.named.faa	9.289	8.405	7.028	4.764	14.919
GCF_000196535.1_ASM19653v1_protein.faa.named.faa	4.813	2.504	-0.091	0.572	8.448
GCF_000204565.1_ASM20456v1_protein.faa.named.faa	0.303	2.844	0.427	0.649	4.524
GCF_000204135.1_ASM20413v1_protein.faa.named.faa	-0.250	-0.791	0.367	0.509	1.544
GCF_000158275.2_ASM15827v2_protein.faa.named.faa	0.733	2.381	0.869	1.078	4.031
GCF_001399775.1_ASM139977v1_protein.faa.named.faa	5.066	3.452	4.002	4.298	13.420
GCF_000225345.1_ASM22534v1_protein.faa.named.faa	0.055	3.877	0.738	0.944	4.063
GCF_000463465.1_ASM46346v1_protein.faa.named.faa	-1.336	-1.130	-0.210	0.952	1.549
GCF_001305615.1_ASM130561v1_protein.faa.named.faa	2.369	5.701	6.324	6.727	17.577
GCF_000981785.1_ASM98178v1_protein.faa.named.faa	2.767	10.847	7.153	3.248	15.756
GCF_000009945.1_ASM994v1_protein.faa.named.faa	-0.250	-0.771	0.071	0.590	1.617
GCF_000145035.1_ASM14503v1_protein.faa.named.faa	0.633	10.842	0.970	0.690	5.032
GCF_000317435.1_ASM31743v1_protein.faa.named.faa	4.073	9.846	7.005	3.628	17.177
GCF_000023265.1_ASM2326v1_protein.faa.named.faa	1.749	2.310	2.855	3.501	12.223
GCF_000953635.1_LMI_protein.faa.named.faa	0.946	3.174	2.288	5.859	10.954
GCF_000241055.1_ASM24105v1_protein.faa.named.faa	-1.181	0.352	0.874	0.189	1.949
GCF_000063505.1_ASM6350v1_protein.faa.named.faa	2.428	7.722	8.245	3.720	13.973
GCF_001189535.1_ASM118953v1_protein.faa.named.faa	0.153	2.469	3.746	5.452	14.806
GCF_000016065.1_ASM1606v1_protein.faa.named.faa	2.245	3.938	2.867	10.026	11.930
GCF_000153485.2_ASM15348v2_protein.faa.named.faa	0.070	-0.409	3.194	3.964	8.581
GCF_001011155.1_ASM101115v1_protein.faa.named.faa	0.747	4.766	3.633	7.084	15.781
GCF_000789255.1_ASM78925v1_protein.faa.named.faa	7.834	31.701	3.145	5.571	11.166
GCF_000015085.1_ASM1508v1_protein.faa.named.faa	4.351	4.846	2.360	7.389	11.947
GCF_000025625.1_ASM2562v1_protein.faa.named.faa	0.564	5.560	3.570	1.518	11.478
GCF_000021045.1_ASM2104v1_protein.faa.named.faa	1.845	7.282	5.343	6.227	16.644
GCF_000186385.1_ASM18638v1_protein.faa.named.faa	0.420	1.308	3.959	2.856	11.144
GCF_000009825.1_ASM982v1_protein.faa.named.faa	1.670	1.520	3.580	4.150	11.777
GCF_000007605.1_ASM760v1_protein.faa.named.faa	-0.201	-0.791	0.367	0.509	1.380
GCF_000327045.1_ASM32704v1_protein.faa.named.faa	9.147	11.621	4.971	8.522	15.875
GCF_000011345.1_ASM1134v1_protein.faa.named.faa	2.906	9.745	6.819	4.378	12.682
GCF_000025225.2_ASM2522v1_protein.faa.named.faa	-0.217	3.158	1.504	-0.345	3.051
GCF_000010705.1_ASM1070v1_protein.faa.named.faa	-1.626	0.322	0.116	0.653	1.057
GCF_000325745.1_ASM32574v1_protein.faa.named.faa	0.336	0.320	2.299	0.733	7.860
GCF_000277795.1_ASM27779v1_protein.faa.named.faa	-0.043	0.141	-0.140	-0.305	0.193
GCF_000013005.1_ASM1300v1_protein.faa.named.faa	-1.323	3.040	3.718	5.017	14.413
GCF_000952035.1_ASM95203v1_protein.faa.named.faa	-0.749	3.368	4.378	2.418	16.119
GCF_000784965.1_ASM78496v1_protein.faa.named.faa	0.200	4.256	2.792	6.418	13.999
GCF_000012625.1_ASM1262v1_protein.faa.named.faa	2.111	4.903	8.669	3.497	13.326
GCF_000013025.1_ASM1302v1_protein.faa.named.faa	0.859	2.430	3.692	4.103	13.727
GCF_000271325.1_ASM27132v1_protein.faa.named.faa	-1.525	1.529	4.640	3.410	10.301
GCF_000347595.1_ASM34759v1_protein.faa.named.faa	2.050	1.465	-0.396	5.013	6.867
GCF_000635915.2_ASM63591v2_protein.faa.named.faa	-1.407	1.232	0.725	4.052	10.065
GCF_000835205.1_ASM83520v1_protein.faa.named.faa	-0.138	4.937	4.364	5.619	17.063
GCF_001688965.1_ASM168896v1_protein.faa.named.faa	0.620	4.140	1.692	1.341	6.522
GCF_001559255.1_ASM155925v1_protein.faa.named.faa	1.360	5.438	4.073	5.902	15.391
GCF_000020525.1_ASM2052v1_protein.faa.named.faa	6.444	11.573	3.971	4.512	11.801
GCF_000597865.1_ASM59786v1_protein.faa.named.faa	4.520	5.559	0.775	0.464	8.439
GCF_001050435.1_ASM105043v1_protein.faa.named.faa	0.330	0.770	-0.396	-0.611	2.669
GCF_000069185.1_ASM6918v1_protein.faa.named.faa	-1.210	1.547	4.709	2.368	15.909
GCF_000146185.1_ASM14618v1_protein.faa.named.faa	0.193	6.406	2.707	0.689	4.825
GCF_000006805.1_ASM680v1_protein.faa.named.faa	1.839	4.283	0.620	2.653	9.873
GCF_000661895.1_ASM66189v1_protein.faa.named.faa	4.070	4.777	3.953	1.506	13.425
GCF_001190945.1_ASM119094v1_protein.faa.named.faa	-1.330	2.528	3.791	2.093	14.649
GCF_001636015.1_ASM163601v1_protein.faa.named.faa	0.571	2.826	2.261	4.826	11.049
GCF_000828895.1_ASM82889v1_protein.faa.named.faa	1.251	4.300	3.196	3.436	14.089
GCF_000145295.1_ASM14529v1_protein.faa.named.faa	5.821	77.881	4.585	0.438	8.449
GCF_000980815.1_ASM98081v1_protein.faa.named.faa	-1.294	0.591	3.236	3.112	8.719
GCF_000015825.1_ASM1582v1_protein.faa.named.faa	4.797	68.552	4.657	1.086	9.422
GCF_000972765.1_ASM97276v1_protein.faa.named.faa	1.015	2.433	3.474	6.110	11.819
GCF_000024945.1_ASM2494v1_protein.faa.named.faa	3.597	4.508	2.311	1.602	6.905
GCF_000060285.1_ASM6028v1_protein.faa.named.faa	0.404	1.209	2.871	1.434	6.486
GCF_000024125.1_ASM2412v1_protein.faa.named.faa	-0.088	1.959	3.422	4.306	10.207
GCF_000025125.1_ASM2512v1_protein.faa.named.faa	4.729	4.866	5.757	3.104	9.285
GCF_000155735.2_ASM15573v2_protein.faa.named.faa	0.410	5.063	4.841	4.017	14.564
GCF_000520875.1_ASM52087v1_protein.faa.named.faa	-2.139	3.540	6.259	6.199	17.829
GCF_000023185.1_ASM2318v1_protein.faa.named.faa	-0.268	4.056	6.323	6.494	18.300
GCF_000585995.1_ASM58599v1_protein.faa.named.faa	1.425	3.836	3.231	7.425	16.374
GCF_000968055.1_ASM96805v1_protein.faa.named.faa	-0.306	0.627	0.729	-0.131	1.439
GCF_001304715.1_ASM130471v1_protein.faa.named.faa	1.453	7.889	3.893	0.938	7.374
GCF_001190925.1_ASM119092v1_protein.faa.named.faa	2.980	6.358	5.909	9.213	18.011
GCF_000204155.1_ASM20415v1_protein.faa.named.faa	1.894	2.430	3.589	2.287	14.530
GCF_000092105.1_ASM9210v1_protein.faa.named.faa	4.670	15.319	4.405	5.752	14.566
GCF_000147695.2_ASM14769v3_protein.faa.named.faa	3.044	4.844	1.998	0.902	8.104
GCF_000018045.1_ASM1804v1_protein.faa.named.faa	2.280	5.764	2.392	7.999	14.724
GCF_000020205.1_ASM2020v1_protein.faa.named.faa	0.712	3.761	4.248	6.540	16.378
GCF_000019525.1_ASM1952v1_protein.faa.named.faa	1.769	4.783	2.453	9.904	16.121
GCF_000010345.1_ASM1034v1_protein.faa.named.faa	7.093	6.460	3.382	8.172	14.129
GCF_001025195.1_ASM102519v1_protein.faa.named.faa	1.030	0.668	1.413	0.230	2.859
GCF_000300135.1_ASM30013v1_protein.faa.named.faa	-0.596	0.123	0.901	-0.057	1.213
GCF_000568815.1_ASM56881v1_protein.faa.named.faa	6.134	7.968	6.022	8.062	15.061
GCF_000018145.1_ASM1814v1_protein.faa.named.faa	2.737	9.780	5.912	7.436	17.597
GCF_001021065.1_ASM102106v1_protein.faa.named.faa	2.622	1.647	2.789	2.533	11.317
GCF_000166275.1_ASM16627v1_protein.faa.named.faa	-0.306	2.060	2.773	4.368	10.788
GCF_000590495.2_ASM59049v2_protein.faa.named.faa	1.290	3.743	3.434	6.075	16.446
GCF_000007345.1_ASM734v1_protein.faa.named.faa	5.417	78.779	4.589	2.553	11.811
GCF_000023465.1_ASM2346v1_protein.faa.named.faa	-1.917	2.991	4.281	5.182	9.901
GCF_000758665.1_ASM75866v1_protein.faa.named.faa	0.641	4.031	5.984	3.895	13.010
GCF_001484605.1_ASM148460v1_protein.faa.named.faa	-2.930	-0.151	3.646	2.460	12.304
GCF_000349765.1_ASM34976v1_protein.faa.named.faa	1.704	1.764	-0.198	5.013	6.225
GCF_001182765.1_WH8103.1_protein.faa.named.faa	1.688	5.746	8.669	3.421	13.250
GCF_001693675.1_ASM169367v1_protein.faa.named.faa	-0.898	3.270	3.441	2.221	15.742
GCF_000021765.1_ASM2176v1_protein.faa.named.faa	3.169	4.586	3.342	8.820	15.811
GCF_000025845.1_ASM2584v1_protein.faa.named.faa	-0.720	-0.886	0.010	-0.421	-0.171
GCF_001189555.1_ASM118955v1_protein.faa.named.faa	4.288	9.108	2.732	3.534	8.188
GCF_000317615.1_ASM31761v1_protein.faa.named.faa	2.608	8.596	8.681	4.042	13.684
GCF_000012145.1_ASM1214v1_protein.faa.named.faa	-0.062	1.195	1.858	3.970	7.089
GCF_000016965.1_ASM1696v1_protein.faa.named.faa	3.045	11.966	3.697	1.780	12.005
GCF_000221045.1_ASM22104v1_protein.faa.named.faa	-1.579	3.771	4.661	3.857	16.154
GCF_000013205.1_ASM1320v1_protein.faa.named.faa	3.565	8.443	7.495	3.442	13.257
GCF_000508225.1_ASM50822v1_protein.faa.named.faa	0.533	2.017	1.875	3.665	7.244
GCF_000416365.2_ASM41636v2_protein.faa.named.faa	-0.920	2.212	4.513	2.093	15.891
GCF_000008065.1_ASM806v1_protein.faa.named.faa	-1.197	0.427	0.814	-0.438	1.447
GCF_000550765.1_ASM55076v1_protein.faa.named.faa	0.768	2.534	3.470	7.431	14.186
GCF_000025345.1_ASM2534v1_protein.faa.named.faa	-0.445	3.114	3.565	2.860	16.348
GCF_000015725.1_ASM1572v1_protein.faa.named.faa	1.931	15.924	4.436	4.579	16.241
GCF_000007645.1_ASM764v1_protein.faa.named.faa	1.652	0.488	2.573	2.165	8.811
GCF_001267925.1_ASM126792v1_protein.faa.named.faa	-1.958	4.334	4.089	6.774	15.730
GCF_000008725.1_ASM872v1_protein.faa.named.faa	-0.299	-0.902	0.221	0.590	1.162
GCF_000213215.1_ASM21321v1_protein.faa.named.faa	3.878	3.614	0.501	2.061	9.039
GCF_000183365.1_ASM18336v1_protein.faa.named.faa	-0.498	-0.311	0.383	-0.035	0.100
GCF_000172155.1_ASM17215v1_protein.faa.named.faa	0.092	3.006	4.269	4.386	14.126
GCF_000018605.1_ASM1860v1_protein.faa.named.faa	6.030	4.892	1.203	0.199	7.113
GCF_000214785.1_ASM21478v1_protein.faa.named.faa	-0.918	0.547	1.208	-0.601	1.275
GCF_000258405.1_ASM25840v1_protein.faa.named.faa	2.765	3.935	1.275	7.090	10.439
GCF_000316685.1_ASM31668v1_protein.faa.named.faa	1.201	6.747	7.116	5.887	12.136
GCF_000013245.1_ASM1324v1_protein.faa.named.faa	2.287	3.336	1.602	4.080	8.692
GCF_000465235.1_ASM46523v1_protein.faa.named.faa	5.351	3.823	2.484	7.412	11.808
GCF_000237305.1_ASM23730v1_protein.faa.named.faa	1.334	3.583	4.465	2.474	15.937
GCF_000021325.1_ASM2132v1_protein.faa.named.faa	1.107	5.191	6.696	6.637	16.846
GCF_000023145.1_ASM2314v1_protein.faa.named.faa	-3.030	-0.746	2.908	2.883	7.979
