ID 	Specie 	SS	Kigdom 	Phylum 	Class 	Order 	Family 	Genus 	Guild	Category
GCF_000348725.1	Bdellovibrio exovorus JSS	-0.272	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	NS	NS
GCF_000348745.1	Micavibrio aeruginosavorus EPB	-0.373	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Micavibrio	0	0	NS	NS
GCF_000348785.1	Ilumatobacter coccineus YM16-304	-0.232	 Bacteria	 Actinobacteria	 Acidimicrobiia	 Acidimicrobiales	 Acidimicrobiaceae	 Ilumatobacter	NS	NS
GCF_000348805.1	Blattabacterium sp. (Panesthia angustipennis spadica) str. BPAA	0.601	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Blattabacteriaceae	 Blattabacterium	NS	NS
GCF_000349765.1	Mannheimia haemolytica USDA-ARS-USMARC-183	1.732	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Mannheimia	NS	NS
GCF_000349845.1	Pseudomonas denitrificans ATCC 13867	1.081	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000349945.1	Azoarcus sp. KH32C	3.78	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae	 Azoarcus	NS	NS
GCF_000355675.1	Thalassolituus oleivorans MIL-1	-0.165	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Thalassolituus	0	NS	NS
GCF_000355695.1	Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	-3.105	 Bacteria	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Clavibacter	0	NS	NS
GCF_000359525.1	Streptomyces albus J1074	-0.549	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000367205.1	Cutibacterium avidum 44067	1.624	 Bacteria	 Actinobacteria	 Propionibacteriales	 Propionibacteriaceae	 Propionibacterium	0	NS	NS
GCF_000367425.1	Raoultella ornithinolytica B6	1.299	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Raoultella	NS	NS
GCF_000376545.2	Ruegeria mobilis F1926	2.075	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Ruegeria	NS	NS
GCF_000376585.1	Wolbachia endosymbiont of Drosophila simulans wNo	0.754	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Wolbachieae	NS	NS
GCF_000385525.1	Burkholderia thailandensis MSMB121	-0.276	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	NS
GCF_000385925.1	Streptococcus cristatus AS 1.3089	-1.85	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000385945.1	Streptomyces fulvissimus DSM 40593	0.189	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000389635.1	Clostridium pasteurianum BC1	3.184	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000389965.1	Actinoplanes sp. N902-109	1.899	 Bacteria	 Actinobacteria	 Micromonosporales	 Micromonosporaceae	 Actinoplanes	0	NS	NS
GCF_000400635.2	Amycolatopsis orientalis HCCB10007	-1.998	 Bacteria	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Amycolatopsis	0	NS	NS
GCF_000400935.1	Spiroplasma chrysopicola DF-1	0.107	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000400955.1	Spiroplasma syrphidicola EA-1	-0.616	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000402035.1	Burkholderia sp. RPE64	0.962	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia	NS	NS
GCF_000403645.1	Salinarchaeum sp. Harcht-Bsk1	-1.631	 Archaea	 Euryarchaeota	 Halobacteria	 Natrialbales	 Natrialbaceae	 Salinarchaeum	NS	NS
GCF_000410575.1	Pseudomonas putida H8234	1.494	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000412265.2	Streptomyces sp. Mg1	0.775	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000412695.1	Pseudomonas resinovorans NBRC 106553	0.615	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000416365.2	Mycobacterium sp. VKM Ac-1817D	-0.777	 Bacteria	 Actinobacteria	 Corynebacteriales	 Mycobacteriaceae	 Mycobacterium	0	NS	NS
GCF_000418325.1	Sorangium cellulosum So0157-2	4.223	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Sorangiineae	 Polyangiaceae	NS	NS
GCF_000418365.1	Corynebacterium terpenotabidum Y-11	-2.545	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000422085.1	Serratia liquefaciens ATCC 27592	2.337	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Serratia	NS	NS
GCF_000439435.1	Spiroplasma taiwanense CT-1	-0.738	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000439455.1	Spiroplasma diminutum CUAS-1	-0.743	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000441535.1	Streptococcus lutetiensis 033	-0.863	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000441555.1	Candidatus Profftella armatura	0.96	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Candidatus Profftella	0	0	NS	NS
GCF_000442435.1	Rhizobium etli bv. mimosae str. Mim1	-0.663	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000442645.1	Corynebacterium maris DSM 45190	0.088	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000444875.1	Streptomyces collinus Tu 365	1.042	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000445425.4	Borrelia miyamotoi LB-2001	-0.768	 Bacteria	 Spirochaetes	 Spirochaetales	 Borreliaceae	 Borrelia	0	NS	NS
GCF_000445995.2	Geobacillus genomosp. 3	2.635	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Geobacillus	NS	NS
GCF_000447675.1	Treponema pedis str. T A4	0.346	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Treponema	0	NS	NS
GCF_000452705.1	Pseudomonas syringae CC1557	-0.621	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas,	NS	NS
GCF_000455605.1	Flavobacterium indicum GPTSA100-9 = DSM 17447	-0.328	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	NS	NS
GCF_000463015.1	Variovorax paradoxus B4	0.145	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	NS	NS
GCF_000463395.1	Streptococcus constellatus subsp. pharyngis C232	-1.933	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus,	NS	NS
GCF_000463465.1	Streptococcus anginosus C1051	-1.399	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus,	NS	NS
GCF_000463505.1	Streptococcus anginosus C238	-1.589	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus,	NS	NS
GCF_000468615.2	Cellulophaga baltica 18	-0.126	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Cellulophaga	NS	NS
GCF_000470655.1	Halorhabdus tiamatea SARL4B	2.751	 Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Halorhabdus	NS	NS
GCF_000470775.1	Leifsonia xyli subsp. cynodontis DSM 46306	-2.876	 Bacteria	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Leifsonia	0	NS	NS
GCF_000471025.2	Chlamydia gallinacea 08-1274/3	-0.563	 Bacteria	 Chlamydiae	 Chlamydiales	 Chlamydiaceae	 Chlamydia/Chlamydophila group	 Chlamydia	NS	NS
GCF_000471925.1	Ralstonia pickettii DTP0602	1.506	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Ralstonia	NS	NS
GCF_000473245.1	Bacillus infantis NRRL B-14911	2.278	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	NS
GCF_000473305.1	Bacteroidales bacterium CF	1.935	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	0	0	NS	NS
GCF_000473995.1	Clostridium saccharobutylicum DSM 13864	1.941	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000477415.1	Mycoplasma parvum str. Indiana	-0.159	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000477435.1	Candidatus Symbiobacter mobilis CR	2.667	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	0	NS	NS
GCF_000478825.2	Synechocystis sp. PCC 6714	4.479	 Bacteria	 Cyanobacteria	 Oscillatoriophycideae	 Chroococcales	 Synechocystis	0	NS	NS
GCF_000478905.1	Candidatus Pantoea carbekii	2.52	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Pantoea	NS	NS
GCF_000479315.1	Streptococcus sp. I-P16	-1.321	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	NS	NS
GCF_000484535.1	Gloeobacter kilaueensis JS1	2.637	 Bacteria	 Cyanobacteria	 Gloeobacteria	 Gloeobacterales	 Gloeobacter	0	NS	NS
GCF_000485905.1	Spiribacter sp. UAH-SP71	2.116	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Chromatiales	 Ectothiorhodospiraceae	 Spiribacter	NS	NS
GCF_000494755.1	Actinoplanes friuliensis DSM 7358	2.159	 Bacteria	 Actinobacteria	 Micromonosporales	 Micromonosporaceae	 Actinoplanes	0	NS	NS
GCF_000494915.1	Pseudomonas sp. VLB120	-0.216	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000495935.2	Elizabethkingia anophelis NUHP1	0.035	 Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Elizabethkingia	NS	NS
GCF_000496595.1	Candidatus Liberibacter americanus str. Sao Paulo	0.163	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Candidatus Liberibacter	NS	NS
GCF_000496635.1	Exiguobacterium sp. MH3	-2.123	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillales Family XII. Incertae Sedis	 Exiguobacterium	NS	NS
GCF_000498975.2	Pseudomonas mosselii SJ10	1.472	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000499645.1	Rhizobium sp. IRBG74	-1.717	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000499665.2	Rickettsia monacensis	0.524	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Rickettsiaceae	 Rickettsieae	NS	NS
GCF_000500935.1	Spiroplasma apis B31	-0.696	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000503895.1	Hyphomicrobium nitrativorans NL23	0.817	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Hyphomicrobium	NS	NS
GCF_000504105.1	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	3.424	 Bacteria	 Thermotogae	 Thermotogales	 Thermotogaceae	 Pseudothermotoga	0	NS	NS
GCF_000504125.1	Enterococcus mundtii QU 25	-0.045	 Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Enterococcaceae	 Enterococcus	NS	NS
GCF_000507245.1	Salinispira pacifica	-0.733	 Bacteria	 Spirochaetes	 Spirochaetales	 Spirochaetaceae	 Salinispira	0	NS	NS
GCF_000508205.1	Pseudomonas sp. TKP	1.417	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000508225.1	Ehrlichia muris AS145	0.569	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Ehrlichia	NS	NS
GCF_000508245.1	Mycoplasma ovis str. Michigan	-0.159	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000510265.1	Candidatus Endolissoclinum faulkneri L5	-0.319	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Candidatus Endolissoclinum	NS	NS
GCF_000511305.1	Rhodococcus pyridinivorans SB3094	0.524	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	0	NS	NS
GCF_000511355.1	Leisingera methylohalidivorans DSM 14336	1.702	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Leisingera	NS	NS
GCF_000511385.1	Phaeobacter gallaeciensis DSM 26640	1.975	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Phaeobacter	NS	NS
GCF_000511405.1	Paenibacillus larvae subsp. larvae DSM 25430	3.738	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	NS
GCF_000512125.1	Escherichia albertii KF1	3.087	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Escherichia	NS	NS
GCF_000512185.1	Aeromonas hydrophila 4AK4	2.317	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Aeromonadales	 Aeromonadaceae	 Aeromonas	NS	NS
GCF_000512205.2	Sphingomonas sanxanigenens DSM 19645 = NX02	-0.981	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingomonas	NS	NS
GCF_000512355.1	Legionella oakridgensis ATCC 33761 = DSM 21215	1.098	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	NS	NS
GCF_000512915.1	Barnesiella viscericola DSM 18177	1.25	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Porphyromonadaceae	 Barnesiella	NS	NS
GCF_000513475.1	Candidatus Babela massiliensis	1.921	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Candidatus Babela	0	0	NS	NS
GCF_000517305.1	Pseudomonas cichorii JBC1	-0.905	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000517365.1	Spiroplasma mirum ATCC 29335	-0.715	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000517405.1	Candidatus Sodalis pierantonius str. SOPE	1.424	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Sodalis	NS	NS
GCF_000517605.1	Rhizobium leguminosarum bv. trifolii WSM1689	-1.483	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000517625.1	Halostagnicola larsenii XH-48	1.213	 Archaea	 Euryarchaeota	 Halobacteria	 Natrialbales	 Natrialbaceae	 Halostagnicola	NS	NS
GCF_000520015.2	Chania multitudinisentens RB-25	1.536	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Chania	NS	NS
GCF_000520875.1	Rhizobium leguminosarum bv. trifolii CB782	-1.926	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000521505.1	Advenella mimigardefordensis DPN7	-0.235	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	0	NS	NS
GCF_000521525.1	Buchnera aphidicola str. USDA (Myzus persicae)	2.177	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Buchnera	NS	NS
GCF_000521605.1	Mannheimia sp. USDA-ARS-USMARC-1261	1.841	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Mannheimia	NS	NS
GCF_000521655.1	Mannheimia varigena USDA-ARS-USMARC-1296	2.393	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Mannheimia	NS	NS
GCF_000522545.2	Paraburkholderia caribensis MBA4	-1.424	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Paraburkholderia	NS	NS
GCF_000523235.1	Nocardia nova SH22a	-0.067	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Nocardia	0	NS	NS
GCF_000524555.1	Mycoplasma bovoculi M165/69	-0.944	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000525635.1	Kutzneria albida DSM 43870	0.921	 Bacteria	 Actinobacteria	 Pseudonocardiales	 Pseudonocardiaceae	 Kutzneria	0	NS	NS
GCF_000525655.1	Corynebacterium falsenii DSM 44353	-2.716	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000525675.1	Bdellovibrio bacteriovorus W	-0.272	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	NS	NS
GCF_000550765.1	Komagataeibacter xylinus E25	0.856	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Komagataeibacter	NS	NS
GCF_000550785.1	Corynebacterium casei LMG S-19264	-0.077	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000550805.1	Corynebacterium vitaeruminis DSM 20294	1.229	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000565175.1	Spiroplasma culicicola AES-1	-0.9	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000565215.1	Spiroplasma sabaudiense Ar-1343	-0.692	 Bacteria	 Tenericutes	 Mollicutes	 Entomoplasmatales	 Spiroplasmataceae	 Spiroplasma	NS	NS
GCF_000576555.1	Hymenobacter swuensis DY53	-0.725	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Hymenobacter	NS	NS
GCF_000577275.1	Rhizobium favelukesii	-1.031	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000577895.1	Clostridium bornimense	-1.138	 Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium	NS	NS
GCF_000583875.1	Chlamydia avium 10DC88	-0.563	 Bacteria	 Chlamydiae	 Chlamydiales	 Chlamydiaceae	 Chlamydia/Chlamydophila group	 Chlamydia	NS	NS
GCF_000585995.1	Pseudomonas brassicacearum	1.669	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000590455.1	Bacillus pumilus	1.42	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	NS
GCF_000590475.1	Pseudomonas stutzeri	0.618	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000590495.2	Pandoraea pnomenusa 3kgm	1.557	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Pandoraea	NS	NS
GCF_000590555.1	Corynebacterium argentoratense DSM 44202	-3.031	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000590925.1	Roseibacterium elongatum DSM 19469	2.504	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Roseibacterium	NS	NS
GCF_000591055.1	Natronomonas moolapensis 8.8.11	0.508	 Archaea	 Euryarchaeota	 Halobacteria	 Halobacteriales	 Halobacteriaceae	 Natronomonas	NS	NS
GCF_000597885.1	Flammeovirgaceae bacterium 311	-0.329	 Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Flammeovirgaceae	 unclassified Flammeovirgaceae	NS	NS
GCF_000599545.1	Rhodococcus opacus PD630	-0.14	 Bacteria	 Actinobacteria	 Corynebacteriales	 Nocardiaceae	 Rhodococcus	0	NS	NS
GCF_000599985.1	Gilliamella apicola	3.696	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Orbales	 Orbaceae	 Gilliamella	NS	NS
GCF_000600005.1	Snodgrassella alvi wkB2	1.574	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Neisseriales	 Neisseriaceae	 Snodgrassella	NS	NS
GCF_000600105.1	Lysinibacillus varians	3.04	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Lysinibacillus	NS	NS
GCF_000612055.1	Trueperella pyogenes	-0.071	 Bacteria	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Trueperella	0	NS	NS
GCF_000612505.1	Paenibacillus sabinae T27	4.504	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	NS	NS
GCF_000612685.1	Castellaniella defragrans 65Phen	0.093	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Alcaligenaceae	 Castellaniella	NS	NS
GCF_000619905.2	Nitrosospira briensis C-128	0.166	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Nitrosomonadales	 Nitrosomonadaceae	 Nitrosospira	NS	NS
GCF_000626635.1	Draconibacterium orientale	0.098	 Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prolixibacteraceae	 Draconibacterium	NS	NS
GCF_000626675.1	Corynebacterium glyciniphilum AJ 3170	-3.358	 Bacteria	 Actinobacteria	 Corynebacteriales	 Corynebacteriaceae	 Corynebacterium	0	NS	NS
GCF_000632395.1	Enterobacter asburiae L1	2.12	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Enterobacter,	NS	NS
GCF_000632475.1	Azospirillum brasilense	1.923	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae	 Azospirillum	NS	NS
GCF_000632805.1	Dyella jiangningensis	1.056	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dyella	NS	NS
GCF_000632845.1	Ehrlichia sp. HF	0.569	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Ehrlichia	NS	NS
GCF_000632985.1	Neorickettsia helminthoeca str. Oregon	0.654	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rickettsiales	 Anaplasmataceae	 Neorickettsia	NS	NS
GCF_000635915.2	Brevundimonas naejangsanensis	-1.239	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	NS	NS
GCF_000648515.1	Citrobacter freundii CFNIH1	2.271	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacteriales	 Enterobacteriaceae	 Citrobacter,	NS	NS
GCF_000661895.1	Rubrobacter radiotolerans	4.346	 Bacteria	 Actinobacteria	 Rubrobacteria	 Rubrobacterales	 Rubrobacteraceae	 Rubrobacter	NS	NS
GCF_000689415.1	Pseudomonas knackmussii B13	2.165	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000691605.1	Bdellovibrio bacteriovorus	-0.106	 Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	NS	NS
GCF_000695235.1	Streptomyces albulus	0.732	 Bacteria	 Actinobacteria	 Streptomycetales	 Streptomycetaceae	 Streptomyces	0	NS	NS
GCF_000695835.1	Mycoplasma californicum	-1.049	 Bacteria	 Tenericutes	 Mollicutes	 Mycoplasmataceae	 Mycoplasma	0	NS	NS
GCF_000696485.1	Halomonas campaniensis	1.911	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas	NS	NS
GCF_000697965.2	Ensifer adhaerens	-1.441	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Sinorhizobium/Ensifer group	NS	NS
GCF_000698845.1	Rhizobium etli bv. mimosae str. IE4771	-0.436	 Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium/Agrobacterium group	NS	NS
GCF_000698865.1	Pseudomonas chlororaphis	1.818	 Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Pseudomonas	NS	NS
GCF_000699505.1	Rhodoluna lacicola	-2.147	 Bacteria	 Actinobacteria	 Micrococcales	 Microbacteriaceae	 Luna cluster	 Luna-1 subcluster	NS	NS
GCF_000701165.1	Burkholderia cepacia JBK9	-0.082	 Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia,	NS	NS
GCF_000706685.1	Staphylococcus xylosus	1.559	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Staphylococcaceae	 Staphylococcus	NS	NS
GCF_000706725.1	Bacillus lehensis G1	0.594	 Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	NS	NS
